IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK
14,25,22917.00329,5
14,26,87335.96946,63
14,27,58406.8371,37
14,28,73285.24672,49
14,29,32747.95257,10
14,30,108005.2709,76
14,31,45575.66522,24
14,32,25780.84983,7
14,33,74872.11974,53
14,34,57788.20563,36
14,35,74357.14416,52
14,36,41223.76482,20
14,37,120143.042,84
14,38,83697.00167,60
14,39,77426.79897,55
14,40,98833.68861,70
14,41,77338.62457,54
14,42,95926.85394,69
14,43,109520.9385,79
14,44,100426.9575,72
14,45,111141.3848,80
14,46,108323.7521,78
14,47,105824.5605,74
14,48,62560.35784,39
14,49,70335.01209,48
14,50,107002.1974,75
14,51,86450.32175,62
14,52,64058.26751,42
14,53,120938.5375,85
14,54,33690.10383,12
14,55,78200.89804,56
14,56,94862.26098,68
14,57,83439.87433,59
14,58,100208.1916,71
14,59,73752.28246,50
14,60,54046.00031,31
14,61,64634.1703,43
14,62,52507.64481,30
14,63,34518.9786,15
14,64,34282.55238,14
14,65,60605.81732,38
14,66,86359.37449,61
14,67,51647.11411,29
14,68,40621.02319,19
14,69,26401.10895,8
14,70,63136.66229,41
14,71,111444.7307,81
14,72,54997.11119,32
14,73,34203.12008,13
14,74,69940.84298,47
14,75,46563.19158,25
14,76,94245.79313,67
14,77,39258.99003,18
14,78,50930.28292,27
14,79,74303.69595,51
14,80,89369.89727,64
14,81,49974.20268,26
14,82,27611.77132,9
14,83,69168.02418,46
14,84,112758.304,82
14,85,57320.51135,34
14,86,115398.0861,83
14,87,108016.9898,77
14,88,130296.2227,86
15,1,23304.05517,10
15,2,38713.37877,32
15,3,29026.24904,17
15,4,58295.01687,62
15,5,19259.44896,7
15,6,31107.98388,20
15,7,79379.86841,82
15,8,64207.316,70
15,9,75613.10128,80
15,10,11422.35855,1
15,11,34881.14225,26
15,12,46957.88896,45
15,13,51998.29269,54
15,14,69066.43918,75
15,16,12744.91145,4
15,17,36531.05679,30
15,18,75045.21174,79
15,19,24302.53321,13
15,20,12730.71271,3
15,21,34710.76948,25
15,22,60814.73222,65
15,23,24948.84787,14
15,24,70882.85752,76
15,25,50752.65444,53
15,26,19875.75188,8
15,27,17407.37148,5
15,28,11617.08057,2
15,29,42525.09643,39
15,30,41377.06521,36
15,31,34945.33661,27
15,32,59338.98844,64
15,33,24112.62096,12
15,34,27026.71601,15
15,35,34673.27813,24
15,36,52036.04649,55
15,37,65886.04999,72
15,38,52595.27613,56
15,39,73295.74581,78
15,40,119224.5583,86
15,41,113588.8923,85
15,42,30299.55734,18
15,43,41390.63807,37
15,44,44005.50118,40
15,45,56873.82147,59
15,46,75884.58626,81
15,47,66104.35831,73
15,48,100904.3944,84
15,49,66307.14194,74
15,50,59079.95974,63
15,51,60920.92651,66
15,52,55153.42384,58
15,53,62248.98579,69
15,54,57871.42977,61
15,55,124874.7592,87
15,56,54265.45383,57
15,57,47623.44589,47
15,58,49002.39383,49
15,59,45845.18802,42
15,60,57571.72062,60
15,61,42172.74473,38
15,62,46422.6571,43
15,63,64367.89879,71
15,64,72425.81905,77
15,65,35318.99811,28
15,66,33856.77426,23
15,67,39280.17738,34
15,68,50450.3992,52
15,69,61626.08859,68
15,70,30506.55922,19
15,71,48396.08081,48
15,72,31425.6251,21
15,73,49604.42706,50
15,74,23813.36622,11
15,75,36429.56835,29
15,76,33501.59566,22
15,77,39959.3122,35
15,78,28236.13785,16
15,79,38148.21252,31
15,80,44932.63554,41
15,81,87427.90432,83
15,82,50397.8509,51
15,83,18146.40691,6
15,84,46878.27111,44
15,85,22702.86179,9
15,86,47457.75115,46
15,87,39035.83366,33
15,88,61229.79578,67
16,1,15541.6227,5
16,2,27734.01885,19
16,3,19123.01412,8
16,4,46270.15189,45
16,5,28919.70674,22
16,6,38626.84804,32
16,7,71776.58977,77
16,8,55788.38562,61
16,9,87916.57364,83
16,10,11619.40356,3
16,11,22525.18003,12
16,12,34679.12119,28
16,13,39385.56046,34
16,14,56371.39512,62
16,15,12744.91145,4
16,17,23824.47622,13
16,18,69767.78349,75
16,19,11557.62194,1
16,20,25418.11896,15
16,21,47200.4567,46
16,22,48099.71231,49
16,23,37510.29371,30
16,24,58241.13932,64
16,25,38206.79595,31
16,26,31504.26662,25
16,27,11582.99766,2
16,28,18984.41622,7
16,29,30460.77597,24
16,30,52842.72231,57
16,31,24940.00893,14
16,32,47291.04035,47
16,33,27233.98693,18
16,34,21225.06687,10
16,35,34825.93626,29
16,36,41764.68968,42
16,37,73306.29101,79
16,38,52194.15265,56
16,39,68086.14512,74
16,40,111716.3271,86
16,41,103731.2561,85
16,42,41149.92629,40
16,43,53544.44636,59
16,44,52866.67128,58
16,45,65522.31685,72
16,46,79347.52585,82
16,47,71007.0048,76
16,48,91864.8453,84
16,49,62471.07785,71
16,50,65955.37297,73
16,51,61737.2346,69
16,52,51187.95425,54
16,53,72308.66997,78
16,54,47792.57271,48
16,55,115232.2445,87
16,56,58754.93966,65
16,57,50133.4614,51
16,58,56408.72612,63
16,59,45733.85457,44
16,60,51148.9603,53
16,61,39789.61607,37
16,62,40281.30225,38
16,63,54315.98122,60
16,64,62054.92873,70
16,65,32274.40127,26
16,66,40710.05147,39
16,67,33075.29443,27
16,68,41537.53234,41
16,69,50598.21798,52
16,70,28886.14689,21
16,71,59504.45544,67
16,72,26400.06558,17
16,73,39436.79275,35
16,74,26373.71044,16
16,75,28515.36909,20
16,76,43436.94048,43
16,77,30183.03718,23
16,78,21211.65906,9
16,79,39561.13062,36
16,80,49914.25728,50
16,81,77997.29539,81
16,82,39151.16692,33
16,83,21688.07894,11
16,84,58830.53222,66
16,85,18589.35434,6
16,86,59995.40099,68
16,87,51780.7079,55
16,88,73941.75308,80
17,1,24836.40968,13
17,2,18900.94641,8
17,3,20374.01275,9
17,4,27381.92347,19
17,5,51395.46092,47
17,6,56665.23107,52
17,7,64494.75463,60
17,8,48033.46692,44
17,9,111535.2817,87
17,10,32514.32253,24
17,11,9422.328056,1
17,12,16022.10428,5
17,13,17496.62188,7
17,14,33312.57432,25
17,15,36531.05679,32
17,16,23824.47622,10
17,18,67937.62319,64
17,19,12370.51975,3
17,20,49078.78538,46
17,21,70459.10482,65
17,22,24283.80887,11
17,23,60935.24804,55
17,24,34456.47046,27
17,25,14747.4868,4
17,26,54106.531,49
17,27,25236.57214,15
17,28,39973.19398,33
17,29,10312.05113,2
17,30,74693.50191,69
17,31,17149.56849,6
17,32,25237.94262,16
17,33,42420.65283,39
17,34,26546.90661,18
17,35,44116.47085,41
17,36,26375.10313,17
17,37,88926.12437,81
17,38,57255.65962,53
17,39,61978.32871,56
17,40,98478.68874,85
17,41,85612.75767,78
17,42,62620.84983,57
17,43,76282.66581,72
17,44,73618.92422,67
17,45,85656.62593,79
17,46,92230.54496,82
17,47,86317.37521,80
17,48,79853.56437,73
17,49,64285.66165,59
17,50,84017.6692,77
17,51,71735.23936,66
17,52,54173.50558,50
17,53,93835.34357,83
17,54,36319.90034,31
17,55,100988.8717,86
17,56,74204.98423,68
17,57,63694.57835,58
17,58,75492.57602,70
17,59,56122.7589,51
17,60,48989.21037,45
17,61,47659.57789,42
17,62,40907.57188,35
17,63,42024.73172,38
17,64,47994.19817,43
17,65,40937.90799,36
17,66,60163.35101,54
17,67,35646.34614,30
17,68,34907.36874,28
17,69,35425.91546,29
17,70,40702.72687,34
17,71,82224.95204,74
17,72,33831.44746,26
17,73,29359.86174,22
17,74,43740.3283,40
17,75,28994.83848,21
17,76,65479.74541,61
17,77,24618.60165,12
17,78,27651.48239,20
17,79,53041.36527,48
17,80,66619.87428,63
17,81,65606.60467,62
17,82,24980.07533,14
17,83,41056.1208,37
17,84,82250.12938,75
17,85,31374.15645,23
17,86,83784.63446,76
17,87,75533.11225,71
17,88,97531.35212,84
18,1,54228.00044,35
18,2,49112.37805,28
18,3,52268.724,32
18,4,52175.59473,31
18,5,69837.43064,51
18,6,106142.0924,78
18,7,15979.55932,2
18,8,22986.23389,5
18,9,117610.9854,81
18,10,63653.48424,44
18,11,58829.70061,39
18,12,55637.36204,37
18,13,61082.794,42
18,14,68353.4863,49
18,15,75045.21174,57
18,16,69767.78349,50
18,17,67937.62319,48
18,19,66745.8098,47
18,20,83277.4978,61
18,21,101731.3524,75
18,22,73503.03283,54
18,23,93314.29799,70
18,24,81288.96781,60
18,25,74687.80019,56
18,26,92764.39266,69
18,27,80686.7041,59
18,28,86237.55524,64
18,29,77371.18669,58
18,30,112419.9144,80
18,31,84024.21065,62
18,32,85392.92366,63
18,33,96814.6653,72
18,34,88435.03735,67
18,35,104335.9001,77
18,36,93487.59883,71
18,37,140904.4206,85
18,38,120995.6321,83
18,39,129908.9627,84
18,40,163308.0473,87
18,41,144872.1355,86
18,42,103533.6479,76
18,43,109690.4887,79
18,44,70867.07186,52
18,45,74514.32074,55
18,46,51822.65399,30
18,47,56415.85416,38
18,48,38440.19143,16
18,49,11536.84756,1
18,50,65078.63349,46
18,51,34245.47254,11
18,52,20502.63259,4
18,53,86630.98239,66
18,54,35565.38823,12
18,55,62167.29351,43
18,56,51579.76927,29
18,57,43564.47972,21
18,58,64853.79767,45
18,59,35882.7868,13
18,60,19197.53288,3
18,61,34177.04804,10
18,62,29512.73574,6
18,63,33854.82052,9
18,64,36427.82578,14
18,65,39962.68024,18
18,66,60874.70618,41
18,67,36692.56364,15
18,68,33163.97338,8
18,69,42029.84541,20
18,70,45244.77655,25
18,71,86493.98703,65
18,72,43864.76128,23
18,73,39474.3463,17
18,74,54591.01537,36
18,75,41860.98573,19
18,76,73152.4266,53
18,77,43634.65965,22
18,78,48556.34706,27
18,79,43991.96472,24
18,80,53438.48874,34
18,81,32838.64466,7
18,82,45805.4367,26
18,83,59329.84282,40
18,84,92619.26593,68
18,85,52524.43779,33
18,86,100027.3019,74
18,87,99897.79768,73
18,88,120224.1638,82
19,1,15776.31309,5
19,2,19707.21273,8
19,3,14631.23671,4
19,4,35797.50508,32
19,5,39232.73646,38
19,6,47418.90377,47
19,7,66258.53594,70
19,8,49767.89874,52
19,9,99169.71619,85
19,10,20492.74351,11
19,11,12041.2458,2
19,12,23967.45852,15
19,13,28050.64254,20
19,14,44883.08927,44
19,15,24302.53321,16
19,16,11557.62194,1
19,17,12370.51975,3
19,18,66745.8098,71
19,20,36957.95408,35
19,21,58622.08932,60
19,22,36587.4753,33
19,23,48983.8612,50
19,24,46825.99182,46
19,25,26992.24634,19
19,26,42605.98988,42
19,27,16186.1201,6
19,28,29082.66243,21
19,29,20256.04736,9
19,30,63663.20103,64
19,31,18963.9707,7
19,32,36775.33167,34
19,33,34176.71995,30
19,34,21854.9756,13
19,35,38775.52834,37
19,36,33935.5133,29
19,37,81188.89634,79
19,38,54472.81975,57
19,39,65184.66965,69
19,40,105780.5441,86
19,41,95387.37562,84
19,42,51742.95565,54
19,43,64763.4396,68
19,44,62080.60341,62
19,45,74389.03838,77
19,46,84047.40211,81
19,47,77020.13669,78
19,48,84495.13188,82
19,49,61116.15875,61
19,50,73554.58007,76
19,51,64674.70382,66
19,52,50183.56626,53
19,53,82077.38218,80
19,54,39988.3044,39
19,55,107048.3505,87
19,56,64752.27544,67
19,57,54922.53846,58
19,58,64579.88254,65
19,59,48610.28772,49
19,60,47577.23721,48
19,61,41069.88405,40
19,62,37687.83909,36
19,63,46357.68683,45
19,64,53541.6889,56
19,65,33700.28503,28
19,66,49004.40625,51
19,67,31105.36435,24
19,68,35532.54825,31
19,69,41455.956,41
19,70,32060.09396,26
19,71,70060.33296,73
19,72,26723.78775,18
19,73,31858.89754,25
19,74,33058.16226,27
19,75,25055.10093,17
19,76,53485.62004,55
19,77,23872.98231,14
19,78,20389.04395,10
19,79,44105.70867,43
19,80,56573.32076,59
19,81,70352.06126,74
19,82,30004.44878,23
19,83,29649.39555,22
19,84,69911.12183,72
19,85,21732.58025,12
19,86,71428.14285,75
19,87,63338.30386,63
19,88,85478.13791,83
20,1,34843.54357,21
20,2,50992.58538,46
20,3,41076.12923,32
20,4,70883.64083,69
20,5,16875.32047,5
20,6,26021.32866,12
20,7,89263.02017,82
20,8,74821.54326,74
20,9,64196.17885,63
20,10,21944.90506,7
20,11,47592.99973,39
20,12,59640.762,56
20,13,64728.58331,65
20,14,81781.2001,78
20,15,12730.71271,3
20,16,25418.11896,10
20,17,49078.78538,41
20,18,83277.4978,79
20,19,36957.95408,25
20,21,22079.89939,8
20,22,73345.01585,71
20,23,12289.60829,2
20,24,83278.00618,80
20,25,63063.65951,62
20,26,9577.393783,1
20,27,27450.08683,14
20,28,13997.10081,4
20,29,54436.46053,51
20,30,29933.66561,18
20,31,45555.57912,36
20,32,71110.75153,70
20,33,25755.78158,11
20,34,35492.54273,22
20,35,37390.52528,26
20,36,62373.56113,59
20,37,58729.87868,55
20,38,54345.02476,50
20,39,78771.76369,77
20,40,126237.4669,86
20,41,122927.9793,85
20,42,20263.27413,6
20,43,29079.08532,17
20,44,39081.68819,28
20,45,51596.49791,47
20,46,76178.7691,76
20,47,65132.26354,66
20,48,111627.8508,84
20,49,73600.05915,72
20,50,56044.63173,54
20,51,64364.52717,64
20,52,62875.65941,61
20,53,54755.79839,52
20,54,69539.01727,68
20,55,135925.8229,87
20,56,54264.42788,49
20,57,50100.59769,44
20,58,45788.1867,37
20,59,50886.49155,45
20,60,66990.09894,67
20,61,49299.44245,43
20,62,55975.09001,53
20,63,75965.5333,75
20,64,84152.67183,81
20,65,43404.67156,34
20,66,32694.92894,19
20,67,49156.24068,42
20,68,61569.20997,58
20,69,73763.48766,73
20,70,38038.56996,27
20,71,39600.246,30
20,72,41067.24593,31
20,73,61402.57786,57
20,74,29049.29417,16
20,75,47369.93753,38
20,76,27741.94771,15
20,77,51709.6271,48
20,78,39140.45612,29
20,79,42419.64206,33
20,80,44963.01394,35
20,81,98488.72903,83
20,82,62696.64023,60
20,83,23965.52158,9
20,84,36495.33734,24
20,85,32708.29431,20
20,86,35696.17735,23
20,87,26482.02803,13
20,88,48523.69164,40
21,1,56670.04472,34
21,2,73029.62225,54
21,3,63058.0102,43
21,4,92959.5428,73
21,5,31894.41502,13
21,6,27710.59663,10
21,7,109337.6172,82
21,8,95684.9583,75
21,9,48632.70335,27
21,10,43683.06032,20
21,11,69580.49674,50
21,12,81668.61623,61
21,13,86585.66399,67
21,14,103502.3929,79
21,15,34710.76948,15
21,16,47200.4567,23
21,17,70459.10482,52
21,18,101731.3524,78
21,19,58622.08932,37
21,20,22079.89939,8
21,22,94565.23916,74
21,23,9790.802206,3
21,24,104174.7559,80
21,25,83921.04226,64
21,26,16831.11151,6
21,27,46892.32542,22
21,28,31463.70233,12
21,29,74762.97176,56
21,30,12529.00218,4
21,31,64433.0627,46
21,32,91002.02613,70
21,33,37463.12911,17
21,34,52662.84767,30
21,35,47528.19366,25
21,36,80324.44446,59
21,37,48292.19348,26
21,38,60623.99153,39
21,39,89013.38981,69
21,40,137630.2868,85
21,41,138220.6547,86
21,42,14224.78911,5
21,43,7973.069058,1
21,44,43053.89174,18
21,45,52781.27935,31
21,46,84669.77718,65
21,47,72383.05493,53
21,48,132383.5727,84
21,49,91240.98829,72
21,50,60761.16457,40
21,51,77858.9043,58
21,52,81255.47506,60
21,53,50860.18508,28
21,54,91228.79159,71
21,55,156924.4095,87
21,56,63893.58149,45
21,57,63392.59399,44
21,58,51518.74673,29
21,59,67040.88102,47
21,60,86895.24402,68
21,61,67615.65413,48
21,62,76198.4746,57
21,63,97586.80169,77
21,64,105840.5374,81
21,65,62825.38752,42
21,66,43893.69622,21
21,67,69775.41255,51
21,68,82927.32678,62
21,69,95717.02387,76
21,70,57308.5686,35
21,71,35003.06616,16
21,72,61726.29371,41
21,73,83199.48155,63
21,74,47380.2974,24
21,75,68745.90514,49
21,76,33396.37433,14
21,77,73518.50001,55
21,78,60611.36483,38
21,79,58423.43968,36
21,80,55671.40093,33
21,81,119604.9749,83
21,82,84729.05061,66
21,83,43390.71053,19
21,84,27912.68425,11
21,85,53851.70557,32
21,86,21744.4202,7
21,87,9719.10432,2
21,88,27465.02914,9
22,1,46254.06507,25
22,2,32731.95759,14
22,3,40055.32137,20
22,4,21487.29503,8
22,5,74997.64683,58
22,6,78643.80845,60
22,7,64804.20491,46
22,8,50669.47128,31
22,9,135581.5182,87
22,10,56106.50068,35
22,11,28529.88292,10
22,12,20869.81542,6
22,13,13677.92356,4
22,14,12298.78654,3
22,15,60814.73222,40
22,16,48099.71231,28
22,17,24283.80887,9
22,18,73503.03283,56
22,19,36587.4753,17
22,20,73345.01585,55
22,21,94565.23916,71
22,23,85122.15384,63
22,24,10683.90026,1
22,25,11294.71816,2
22,26,78039.02306,59
22,27,48351.4203,29
22,28,63635.64631,42
22,29,21297.94375,7
22,30,98138.68967,74
22,31,34029.79834,15
22,32,14120.60085,5
22,33,63961.17217,45
22,34,46567.47303,26
22,35,62647.0996,41
22,36,28983.81453,12
22,37,108479.6495,83
22,38,71456.30111,50
22,39,65675.73429,48
22,40,90503.90795,69
22,41,71518.65994,51
22,42,86015.86097,64
22,43,100142.9811,76
22,44,95943.7918,72
22,45,107387.5821,81
22,46,108603.5951,84
22,47,104702.8563,78
22,48,72862.70416,53
22,49,73627.21483,57
22,50,104390.6679,77
22,51,86969.67289,66
22,52,65800.17878,49
22,53,116409.6668,85
22,54,37937.65383,19
22,55,89843.26564,68
22,56,93141.22868,70
22,57,81934.24306,61
22,58,96745.34179,73
22,59,72895.25124,54
22,60,57085.03587,36
22,61,63776.65762,44
22,62,53121.86754,34
22,63,40675.47027,21
22,64,42610.95661,23
22,65,58571.9912,37
22,66,82062.91521,62
22,67,50593.68253,30
22,68,42498.95156,22
22,69,32171.62159,13
22,70,60083.8137,39
22,71,105688.95,79
22,72,52154.89113,32
22,73,35638.57781,16
22,74,65421.00899,47
22,75,44594.30845,24
22,76,88678.30486,67
22,77,37673.95891,18
22,78,47066.9728,27
22,79,72007.30033,52
22,80,86685.54882,65
22,81,59571.98059,38
22,82,28675.69949,11
22,83,63719.99084,43
22,84,106183.2203,80
22,85,52619.67764,33
22,86,108002.3816,82
22,87,99810.40466,75
22,88,121745.7967,86
23,1,46952.05934,28
23,2,63249.98128,53
23,3,53294.30304,39
23,4,83171.95522,72
23,5,23869.87243,9
23,6,24717.62744,10
23,7,100301.8191,82
23,8,86335.34583,76
23,9,54932.73978,41
23,10,33977.94311,16
23,11,59829.15923,50
23,12,71902.24583,59
23,13,76888.56701,66
23,14,93863.43464,79
23,15,24948.84787,11
23,16,37510.29371,20
23,17,60935.24804,52
23,18,93314.29799,78
23,19,48983.8612,31
23,20,12289.60829,3
23,21,9790.802206,2
23,22,85122.15384,74
23,24,94866.40822,80
23,25,74609.70079,64
23,26,8891.208183,1
23,27,37949.7792,22
23,28,22789.79483,8
23,29,65638.54498,55
23,30,19131.95307,7
23,31,55810.52203,42
23,32,82075.66467,70
23,33,30963.51504,15
23,34,44563.3469,27
23,35,41980.08513,25
23,36,72124.90481,60
23,37,52096.35049,37
23,38,56946.76288,44
23,39,83976.83797,73
23,40,132308.7484,86
23,41,131254.7231,85
23,42,13276.89883,4
23,43,17048.9796,6
23,44,39785.02116,24
23,45,51020.70176,35
23,46,80200.2601,68
23,47,68317.63544,57
23,48,123098.2737,84
23,49,83113.47089,71
23,50,57610.39648,45
23,51,71290.87875,58
23,52,72812.08909,61
23,53,51393.52597,36
23,54,81571.83852,69
23,55,147551.6065,87
23,56,58734.8389,46
23,57,56769.36877,43
23,58,47747.03398,29
23,59,59359.49915,49
23,60,77893.05032,67
23,61,59137.41776,47
23,62,67057.79604,56
23,63,87956.76164,77
23,64,96188.14108,81
23,65,53928.06357,40
23,66,37700.27626,21
23,67,60479.78886,51
23,68,73385.79434,62
23,69,85966.79135,75
23,70,48434.26682,30
23,71,35380.417,18
23,72,52397.87656,38
23,73,73502.06755,63
23,74,38733.69147,23
23,75,59185.84064,48
23,76,28941.35266,13
23,77,63813.95034,54
23,78,51010.24171,34
23,79,50717.97309,33
23,80,49947.43594,32
23,81,110173.7025,83
23,82,74951.42152,65
23,83,34351.37484,17
23,84,29995.9752,14
23,85,44343.763,26
23,86,26547.85422,12
23,87,15550.98035,5
23,88,36632.52149,19
24,1,56935.32508,26
24,2,43189.96639,15
24,3,50730.85047,22
24,4,29312.91305,6
24,5,85536.6228,59
24,6,86831.81834,60
24,7,71168.67291,44
24,8,58302.74915,30
24,9,145969.0875,87
24,10,66626.92061,39
24,11,39203.64864,12
24,12,31150.88553,8
24,13,23856.01483,5
24,14,13762.5623,2
24,15,70882.85752,43
24,16,58241.13932,29
24,17,34456.47046,10
24,18,81288.96781,53
24,19,46825.99182,18
24,20,83278.00618,57
24,21,104174.7559,71
24,22,10683.90026,1
24,23,94866.40822,65
24,25,20258.35735,4
24,26,87502.41137,61
24,27,57516.84689,27
24,28,72953.87468,46
24,29,29693.3733,7
24,30,107120.1749,73
24,31,41739.56065,14
24,32,16399.8229,3
24,33,72113.69936,45
24,34,54523.05175,24
24,35,69501.39954,41
24,36,32603.99584,9
24,37,115128.675,79
24,38,76241.78186,52
24,39,66193.57232,38
24,40,85097.8325,58
24,41,63813.12554,36
24,42,95011.41588,66
24,43,109469.8146,75
24,44,106625.6315,72
24,45,118064.7235,82
24,46,118617.4499,84
24,47,115059.4314,78
24,48,76078.71189,50
24,49,82410.50556,54
24,50,114984.1865,77
24,51,96875.37117,67
24,52,75218.36127,49
24,53,127087.5494,85
24,54,46002.85245,17
24,55,90603.32343,62
24,56,103597.8253,70
24,57,92335.77576,63
24,58,107406.7092,74
24,59,83140.51049,56
24,60,65913.40017,37
24,61,73995.68828,47
24,62,62876.1479,33
24,63,47656.42059,19
24,64,47981.03493,21
24,65,69017.36303,40
24,66,92746.65186,64
24,67,60804.39574,31
24,68,51710.54346,23
24,69,39287.05684,13
24,70,70678.14482,42
24,71,116273.9266,80
24,72,62705.36184,32
24,73,44937.74555,16
24,74,76104.86459,51
24,75,54970.47581,25
24,76,99298.68858,69
24,77,47920.09423,20
24,78,57710.98974,28
24,79,82525.55134,55
24,80,97273.5329,68
24,81,63694.43072,35
24,82,37987.59305,11
24,83,74374.11544,48
24,84,116627.6968,81
24,85,63303.35696,34
24,86,118230.7233,83
24,87,109759.2218,76
24,88,131492.2831,86
25,1,38968.07131,23
25,2,28649.75703,14
25,3,33601.03466,16
25,4,25553.70037,12
25,5,66136.58061,51
25,6,67370.29454,54
25,7,68202.13329,55
25,8,52702.92161,38
25,9,126101.9748,87
25,10,47261.66149,32
25,11,21636.44304,9
25,12,19082.46026,6
25,13,14321.02119,4
25,14,22917.00329,11
25,15,50752.65444,34
25,16,38206.79595,22
25,17,14747.4868,5
25,18,74687.80019,61
25,19,26992.24634,13
25,20,63063.65951,48
25,21,83921.04226,68
25,22,11294.71816,2
25,23,74609.70079,59
25,24,20258.35735,7
25,26,67268.84351,53
25,27,37357.69146,21
25,28,52752.8593,39
25,29,10005.14049,1
25,30,87087.36658,69
25,31,22777.71808,10
25,32,11588.05419,3
25,33,52678.40284,37
25,34,35273.17933,18
25,35,51489.22472,36
25,36,20646.20677,8
25,37,97308.49739,78
25,38,61088.10763,47
25,39,58432.01124,45
25,40,88786.89862,72
25,41,73092.29129,58
25,42,74965.48983,62
25,43,89281.39414,73
25,44,88239.39144,71
25,45,100150.0408,83
25,46,104711.2764,84
25,47,99641.37862,82
25,48,79443.76074,64
25,49,73048.77911,57
25,50,98091.24802,79
25,51,83579.12035,67
25,52,64003.71095,49
25,53,108517.342,85
25,54,39900.21037,24
25,55,98151.63905,80
25,56,87708.09373,70
25,57,76854.68467,63
25,58,89834.44651,75
25,59,68563.95295,56
25,60,56795.32145,43
25,61,59689.25006,46
25,62,50778.48861,35
25,63,44124.21468,28
25,64,47920.25122,33
25,65,53606.42683,40
25,66,74659.56176,60
25,67,46848.48593,31
25,68,41950.70348,27
25,69,36013.46667,20
25,70,54169.94164,41
25,71,96968.54888,77
25,72,46713.6638,30
25,73,35298.79645,19
25,74,58119.43579,44
25,75,40345.2454,25
25,76,80221.9651,65
25,77,34315.81607,17
25,78,40936.91027,26
25,79,66440.8076,52
25,80,80532.19012,66
25,81,65577.46345,50
25,82,28915.56354,15
25,83,55696.07871,42
25,84,96895.85725,76
25,85,45515.0857,29
25,86,98179.7478,81
25,87,89538.68212,74
25,88,111234.2336,86
26,1,43080.15036,26
26,2,58528.4756,47
26,3,48901.3528,34
26,4,77749.54023,71
26,5,25863.79989,12
26,6,17726.92105,6
26,7,98407.67128,82
26,8,83668.65905,75
26,9,63787.60209,56
26,10,30536.28603,14
26,11,54026.89471,41
26,12,66182.116,58
26,13,70656.12319,63
26,14,87335.96946,78
26,15,19875.75188,7
26,16,31504.26662,15
26,17,54106.531,42
26,18,92764.39266,81
26,19,42605.98988,25
26,20,9577.393783,2
26,21,16831.11151,5
26,22,78039.02306,72
26,23,8891.208183,1
26,24,87502.41137,79
26,25,67268.84351,59
26,27,30096.23348,13
26,28,14641.33158,4
26,29,58000.73196,45
26,30,21511.43819,8
26,31,47612.18779,31
26,32,74177.64592,67
26,33,22093.82487,9
26,34,35997.38031,20
26,35,33237.4443,16
26,36,63640.50747,55
26,37,49219.12555,35
26,38,48746.05096,33
26,39,75247.60757,68
26,40,123495.5035,86
26,41,122405.4715,85
26,42,10806.59114,3
26,43,22184.97331,10
26,44,45853.95794,29
26,45,57796.49594,44
26,46,84662.53365,77
26,47,73251.23518,65
26,48,120453.0466,84
26,49,83159.54955,74
26,50,63392.41813,54
26,51,73688.04123,66
26,52,72396.02169,64
26,53,59267.15423,49
26,54,77728.76371,70
26,55,144581.1877,87
26,56,62836.20185,53
26,57,59328.68605,50
26,58,53251.50992,39
26,59,60429.4246,52
26,60,76237.16901,69
26,61,58845.95844,48
26,62,65162.56769,57
26,63,84215.8282,76
26,64,92294.9954,80
26,65,52840.96759,38
26,66,41297.33555,23
26,67,58227.32105,46
26,68,70135.8811,61
26,69,81467.70985,73
26,70,47520.35047,30
26,71,43412.94058,27
26,72,50172.46904,36
26,73,69474.96075,60
26,74,38625.59554,22
26,75,56003.83108,43
26,76,34573.77565,18
26,77,59819.30436,51
26,78,47760.41771,32
26,79,51931.08138,37
26,80,53665.31002,40
26,81,107123.4192,83
26,82,70184.88556,62
26,83,33499.50594,17
26,84,38591.01187,21
26,85,41642.57139,24
26,86,35438.6972,19
26,87,24260.94822,11
26,88,44295.68222,28
27,1,26645.6661,11
27,2,35715.96655,22
27,3,28846.13668,15
27,4,51494.80383,49
27,5,36522.38934,23
27,6,31602.26605,18
27,7,81647.8368,80
27,8,65323.08801,67
27,9,91646.22814,83
27,10,22242.84753,8
27,11,28100.84358,14
27,12,39628.86452,31
27,13,42618.73068,34
27,14,58406.8371,57
27,15,17407.37148,5
27,16,11582.99766,2
27,17,25236.57214,10
27,18,80686.7041,78
27,19,16186.1201,4
27,20,27450.08683,12
27,21,46892.32542,39
27,22,48351.4203,41
27,23,37949.7792,28
27,24,57516.84689,55
27,25,37357.69146,25
27,26,30096.23348,16
27,28,15470.70628,3
27,29,27919.93573,13
27,30,49789.68805,42
27,31,18105.50903,7
27,32,44142.72898,37
27,33,17993.71386,6
27,34,10124.1851,1
27,35,23649.86995,9
27,36,35007.31994,21
27,37,65012.12125,66
27,38,40704.91904,33
27,39,57187.55868,53
27,40,102107.4978,86
27,41,96243.50116,84
27,42,37668.45716,26
27,43,51954.29512,50
27,44,61225.02822,59
27,45,74073.60353,74
27,46,90378.00202,82
27,47,81559.26002,79
27,48,100559.96,85
27,49,73792.95791,73
27,50,75612.82631,76
27,51,73216.55059,72
27,52,62539.1925,63
27,53,79656.0975,77
27,54,56070.66885,52
27,55,123230.3673,87
27,56,69402.04807,70
27,57,61286.15428,60
27,58,65733.34169,69
