From_ID,To_ID,NearRank,From_PERIMETER,From_POLYID,From_SNBNAME,From_GLOBALID,From_AREA,From_LEN,From_COUNCIL_ACTIVE,From_RECOGNITION_DATE,From_SnbrInfoURL,From_WeCan,From_Top10,From_CEA_FLAG,To_Name,To_ADDRNO,To_PREFIX,To_STNAME,To_STTYPE,To_SUFFIX,To_CITY,To_ZIP,To_ADMIN,Total_Miles
77,46,3,48738.213,87,GREENWAY / UPPER KIRBY AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/87.html,,,N,KINDRED HOSPITAL HOUSTON,6441, ,MAIN, , ,HOUSTON,77030,2,4.62822714
77,20,4,48738.213,87,GREENWAY / UPPER KIRBY AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/87.html,,,N,WEST PAVILION METHODIST DIAGNOSTIC CENTER,6447, ,MAIN,ST, ,HOUSTON,77030,2,4.67897067
78,12,2,40699.213,67,GREATER THIRD WARD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2002-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/67.html,Y,Y,Y,CHRISTUS ST JOSEPH HOSPITAL,1919, ,LA BRANCH, , ,HOUSTON,77002,2,0.83747507
78,92,3,40699.213,67,GREATER THIRD WARD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2002-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/67.html,Y,Y,Y,DUBUIS HOSPITAL FOR CONTINUING CARE,1919, ,LA BRANCH, , ,HOUSTON,77002,2,0.86157835
78,63,4,40699.213,67,GREATER THIRD WARD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2002-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/67.html,Y,Y,Y,DEPELCHIN CHILDRENS HOSPITAL,3214, ,AUSTIN, , ,HOUSTON,77004,2,1.22788033
78,51,5,40699.213,67,GREATER THIRD WARD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2002-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/67.html,Y,Y,Y,HEALTHSOUTH HOSPITAL AND DIAGNOSTIC CENTER,5445, ,LA BRANCH, , ,HOUSTON,77004,2,1.60299139
79,18,2,70198.434,20,MID WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2008-09-09 00:00:00,http://www.houstontx.gov/superneighborhoods/20.html,,,N,WEST OAKS HOSPITAL,6500, ,HORNWOOD, , ,HOUSTON,77074,2,2.98138618
79,17,3,70198.434,20,MID WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2008-09-09 00:00:00,http://www.houstontx.gov/superneighborhoods/20.html,,,N,SHARPSTOWN GENERAL HOSPITAL,6700, ,BELLAIRE,BLVD, ,HOUSTON,77074,2,3.55059769
79,39,4,70198.434,20,MID WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2008-09-09 00:00:00,http://www.houstontx.gov/superneighborhoods/20.html,,,N,MEDICAL CENTER HOSPITAL - BELLAIRE,5314, ,DASHWOOD, , ,HOUSTON,77081,2,4.06378416
79,49,5,70198.434,20,MID WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2008-09-09 00:00:00,http://www.houstontx.gov/superneighborhoods/20.html,,,N,ST JOHN HOSPITAL,7322, ,SOUTHWEST FREEWAY, , ,HOUSTON,77074,2,4.09430344
80,13,1,31864.779,64,GREATER EASTWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/64.html,Y,,Y,RIVERSIDE GENERAL HOSPITAL,3204, ,ENNIS ST, , ,HOUSTON,77004,2,2.50763472
80,12,2,31864.779,64,GREATER EASTWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/64.html,Y,,Y,CHRISTUS ST JOSEPH HOSPITAL,1919, ,LA BRANCH, , ,HOUSTON,77002,2,3.34039806
80,92,3,31864.779,64,GREATER EASTWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/64.html,Y,,Y,DUBUIS HOSPITAL FOR CONTINUING CARE,1919, ,LA BRANCH, , ,HOUSTON,77002,2,3.35885168
80,63,4,31864.779,64,GREATER EASTWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/64.html,Y,,Y,DEPELCHIN CHILDRENS HOSPITAL,3214, ,AUSTIN, , ,HOUSTON,77004,2,4.39913482
80,52,5,31864.779,64,GREATER EASTWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-06-22 00:00:00,http://www.houstontx.gov/superneighborhoods/64.html,Y,,Y,SCCI HOSPITAL,105, ,DREW ST, , ,HOUSTON,77006,2,6.44333688
81,12,2,27528.497,62,MIDTOWN,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/62.html,,,N,CHRISTUS ST JOSEPH HOSPITAL,1919, ,LA BRANCH, , ,HOUSTON,77002,2,0.12675629
81,92,3,27528.497,62,MIDTOWN,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/62.html,,,N,DUBUIS HOSPITAL FOR CONTINUING CARE,1919, ,LA BRANCH, , ,HOUSTON,77002,2,0.16421183
81,51,4,27528.497,62,MIDTOWN,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/62.html,,,N,HEALTHSOUTH HOSPITAL AND DIAGNOSTIC CENTER,5445, ,LA BRANCH, , ,HOUSTON,77004,2,1.77793317
82,67,1,40086.762,32,BRAESWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/32.html,,,N,GREENPARK II MEDICAL CENTER,7515, ,MAIN,ST, ,HOUSTON,77030,2,0.44748895
82,41,2,40086.762,32,BRAESWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/32.html,,,N,TEXAS ORTHOPEDIC HOSPITAL,7401,S,MAIN, , ,HOUSTON,77030,2,0.93075699
82,25,3,40086.762,32,BRAESWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/32.html,,,N,MEDICAL CENTER HOSPITAL,8081, ,GREENBRAIR, , ,HOUSTON,77054,2,1.93011781
82,102,4,40086.762,32,BRAESWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/32.html,,,N,HCA WOMAN'S HOSPITAL OF TEXAS,7600, ,FANNIN, , ,HOUSTON,77054,2,2.1512566
82,30,5,40086.762,32,BRAESWOOD,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/32.html,,,N,SHRINERS CHILDREN HOSPITAL,6977,S,MAIN, , ,HOUSTON,77030,2,2.3184393
83,17,1,53183.903,31,MEYERLAND AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/31.html,,,N,SHARPSTOWN GENERAL HOSPITAL,6700, ,BELLAIRE,BLVD, ,HOUSTON,77074,2,3.28257442
83,36,2,53183.903,31,MEYERLAND AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/31.html,,,N,SPECIALTY HOSPITAL OF HOUSTON,5556, ,GASMER, , ,HOUSTON,77035,2,3.41816332
83,18,3,53183.903,31,MEYERLAND AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/31.html,,,N,WEST OAKS HOSPITAL,6500, ,HORNWOOD, , ,HOUSTON,77074,2,3.49650812
83,39,4,53183.903,31,MEYERLAND AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/31.html,,,N,MEDICAL CENTER HOSPITAL - BELLAIRE,5314, ,DASHWOOD, , ,HOUSTON,77081,2,3.71124834
83,49,5,53183.903,31,MEYERLAND AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/31.html,,,N,ST JOHN HOSPITAL,7322, ,SOUTHWEST FREEWAY, , ,HOUSTON,77074,2,5.20243276
84,81,1,38704.285,79,EDGEBROOK AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/79.html,,,Y,SURGICAL OUTPATIENT HOSPITAL,3534, ,VISTA,RD, ,PASADENA,77504,2,4.1093724
84,88,2,38704.285,79,EDGEBROOK AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/79.html,,,Y,BAYSHORE SURGERY CENTER,3333, ,BAYSHORE,BLVD, ,PASADENA,77504,2,5.29078185
84,58,3,38704.285,79,EDGEBROOK AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/79.html,,,Y,BAYSHORE MEDICAL CENTER,4000, ,SPENCER HIGHWAY, , ,PASADENA,77504,2,5.58150449
84,104,4,38704.285,79,EDGEBROOK AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/79.html,,,Y,VISTA MEDICAL CENTER,4301, ,VISTA, , ,PASADENA,77504,2,6.31776122
84,75,5,38704.285,79,EDGEBROOK AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/79.html,,,Y,MEMORIAL HERMANN - PASADENA,906,E,SOUTHMORE, , ,PASADENA,77502,2,8.81527694
85,14,1,40738.538,82,MAGNOLIA PARK,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2000-11-20 00:00:00,http://www.houstontx.gov/superneighborhoods/82.html,Y,Y,Y,HOUSTON RECOVERY,4514, ,LYONS,AVE, ,HOUSTON,77020,2,6.52139539
85,64,2,40738.538,82,MAGNOLIA PARK,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2000-11-20 00:00:00,http://www.houstontx.gov/superneighborhoods/82.html,Y,Y,Y,DEATON HOSPITAL,206,N,MAIN, , ,GALENA PARK,77547,2,6.99560379
85,35,3,40738.538,82,MAGNOLIA PARK,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2000-11-20 00:00:00,http://www.houstontx.gov/superneighborhoods/82.html,Y,Y,Y,I H S HOSPITAL,6160,S,LOOP, ,E,HOUSTON,77087,2,8.61203777
85,13,4,40738.538,82,MAGNOLIA PARK,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2000-11-20 00:00:00,http://www.houstontx.gov/superneighborhoods/82.html,Y,Y,Y,RIVERSIDE GENERAL HOSPITAL,3204, ,ENNIS ST, , ,HOUSTON,77004,2,9.29211655
85,15,5,40738.538,82,MAGNOLIA PARK,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2000-11-20 00:00:00,http://www.houstontx.gov/superneighborhoods/82.html,Y,Y,Y,DOCTOR'S HOSPITAL - EAST LOOP,9339,N,LOOP, ,E,HOUSTON,77029,2,10.19930592
86,108,1,63736.5,23,AFTON OAKS / RIVER OAKS AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/23.html,,,N,HOUSTON DAY HOSPITAL,4665, ,SOUTHWEST FRWY, , ,HOUSTON,77027,2,0.17137089
86,11,2,63736.5,23,AFTON OAKS / RIVER OAKS AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/23.html,,,N,TWELVE OAKS HOSPITAL / BAYOU CITY MEDICAL CENTER,4200, ,PORTSMOUTH, , ,HOUSTON,77027,2,0.56307457
86,39,3,63736.5,23,AFTON OAKS / RIVER OAKS AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/23.html,,,N,MEDICAL CENTER HOSPITAL - BELLAIRE,5314, ,DASHWOOD, , ,HOUSTON,77081,2,5.3684313
86,52,4,63736.5,23,AFTON OAKS / RIVER OAKS AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/23.html,,,N,SCCI HOSPITAL,105, ,DREW ST, , ,HOUSTON,77006,2,5.37224613
86,44,5,63736.5,23,AFTON OAKS / RIVER OAKS AREA,{00000000-0000-0000-0000-000000000000},0.0,0.0,No,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/23.html,,,N,PLAZA SPECIALTY HOSPITAL,1300, ,BINZ ST, , ,HOUSTON,77004,2,6.36224616
87,85,1,63745.3,18,BRIAR FOREST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2009-08-11 00:00:00,http://www.houstontx.gov/superneighborhoods/18.html,,,N,HEALTH BRIDGE CHILDREN'S HOSPITAL,2929, ,WOODLAND PARK, , ,HOUSTON,77082,2,0.94552117
87,8,2,63745.3,18,BRIAR FOREST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2009-08-11 00:00:00,http://www.houstontx.gov/superneighborhoods/18.html,,,N,HCA W. HOUSTON MEDICAL CENTER,12141, ,RICHMOND,AVE, ,HOUSTON,77082,2,1.6690047
87,10,3,63745.3,18,BRIAR FOREST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2009-08-11 00:00:00,http://www.houstontx.gov/superneighborhoods/18.html,,,N,COLUMBIA ROSEWOOD MEDICAL CENTER,9200, ,WESTHEIMER, , ,HOUSTON,77063,2,2.54997045
87,9,4,63745.3,18,BRIAR FOREST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2009-08-11 00:00:00,http://www.houstontx.gov/superneighborhoods/18.html,,,N,MEMORIAL HOSPITAL - MEMORIAL CITY,920, ,FROSTWOOD, , ,HOUSTON,77024,2,4.73918819
87,54,5,63745.3,18,BRIAR FOREST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2009-08-11 00:00:00,http://www.houstontx.gov/superneighborhoods/18.html,,,N,WEST HOUSTON SURGICARE,970, ,CAMPBELL, , ,HEDWIG VILLAGE,77024,2,8.63380706
88,52,1,38737.33,24,NEARTOWN - MONTROSE,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/24.html,,,N,SCCI HOSPITAL,105, ,DREW ST, , ,HOUSTON,77006,2,0.28720191
88,63,2,38737.33,24,NEARTOWN - MONTROSE,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/24.html,,,N,DEPELCHIN CHILDRENS HOSPITAL,3214, ,AUSTIN, , ,HOUSTON,77004,2,1.48981866
88,51,3,38737.33,24,NEARTOWN - MONTROSE,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/24.html,,,N,HEALTHSOUTH HOSPITAL AND DIAGNOSTIC CENTER,5445, ,LA BRANCH, , ,HOUSTON,77004,2,1.88981179
88,44,4,38737.33,24,NEARTOWN - MONTROSE,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/24.html,,,N,PLAZA SPECIALTY HOSPITAL,1300, ,BINZ ST, , ,HOUSTON,77004,2,1.95965744
88,27,5,38737.33,24,NEARTOWN - MONTROSE,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2001-10-15 00:00:00,http://www.houstontx.gov/superneighborhoods/24.html,,,N,PARK PLAZA HOSPITAL,1313, ,HERMANN,DR, ,HOUSTON,77004,2,2.13604061
9,10,2,136644.963,16,MEMORIAL,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2010-12-15 00:00:00,http://www.houstontx.gov/superneighborhoods/16.html,,,N,COLUMBIA ROSEWOOD MEDICAL CENTER,9200, ,WESTHEIMER, , ,HOUSTON,77063,2,1.66795513
9,54,3,136644.963,16,MEMORIAL,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2010-12-15 00:00:00,http://www.houstontx.gov/superneighborhoods/16.html,,,N,WEST HOUSTON SURGICARE,970, ,CAMPBELL, , ,HEDWIG VILLAGE,77024,2,3.58319589
9,3,4,136644.963,16,MEMORIAL,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2010-12-15 00:00:00,http://www.houstontx.gov/superneighborhoods/16.html,,,N,SPRING BRANCH MEDICAL CENTER,8850, ,LONG POINT, , ,HOUSTON,77055,2,6.37055592
9,85,5,136644.963,16,MEMORIAL,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2010-12-15 00:00:00,http://www.houstontx.gov/superneighborhoods/16.html,,,N,HEALTH BRIDGE CHILDREN'S HOSPITAL,2929, ,WOODLAND PARK, , ,HOUSTON,77082,2,6.44545671
22,9,1,72548.445,10,SPRING BRANCH WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-05-11 00:00:00,http://www.houstontx.gov/superneighborhoods/10.html,,,N,MEMORIAL HOSPITAL - MEMORIAL CITY,920, ,FROSTWOOD, , ,HOUSTON,77024,2,0.53091392
22,54,2,72548.445,10,SPRING BRANCH WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-05-11 00:00:00,http://www.houstontx.gov/superneighborhoods/10.html,,,N,WEST HOUSTON SURGICARE,970, ,CAMPBELL, , ,HEDWIG VILLAGE,77024,2,1.56829937
22,2,3,72548.445,10,SPRING BRANCH WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-05-11 00:00:00,http://www.houstontx.gov/superneighborhoods/10.html,,,N,MEMORIAL SPRING SHADOWS GLEN HOSPITAL,2801, ,GESSNER, , ,HOUSTON,77080,2,2.58794359
22,3,4,72548.445,10,SPRING BRANCH WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-05-11 00:00:00,http://www.houstontx.gov/superneighborhoods/10.html,,,N,SPRING BRANCH MEDICAL CENTER,8850, ,LONG POINT, , ,HOUSTON,77055,2,3.08727932
22,10,5,72548.445,10,SPRING BRANCH WEST,{00000000-0000-0000-0000-000000000000},0.0,0.0,Yes,2000-05-11 00:00:00,http://www.houstontx.gov/superneighborhoods/10.html,,,N,COLUMBIA ROSEWOOD MEDICAL CENTER,9200, ,WESTHEIMER, , ,HOUSTON,77063,2,10.14013342
48,90,1,145251.999,9,ADDICKS PARK TEN,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/9.html,,,N,CHRISTUS ST. CATHERINE,777,S,FRY,RD, ,HOUSTON,77094,2,4.19996558
48,2,2,145251.999,9,ADDICKS PARK TEN,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/9.html,,,N,MEMORIAL SPRING SHADOWS GLEN HOSPITAL,2801, ,GESSNER, , ,HOUSTON,77080,2,5.67807336
48,9,3,145251.999,9,ADDICKS PARK TEN,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/9.html,,,N,MEMORIAL HOSPITAL - MEMORIAL CITY,920, ,FROSTWOOD, , ,HOUSTON,77024,2,7.67136593
48,85,4,145251.999,9,ADDICKS PARK TEN,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/9.html,,,N,HEALTH BRIDGE CHILDREN'S HOSPITAL,2929, ,WOODLAND PARK, , ,HOUSTON,77082,2,13.10731858
48,3,5,145251.999,9,ADDICKS PARK TEN,{00000000-0000-0000-0000-000000000000},0.0,0.0,,,http://www.houstontx.gov/superneighborhoods/9.html,,,N,SPRING BRANCH MEDICAL CENTER,8850, ,LONG POINT, , ,HOUSTON,77055,2,13.17254764
