Join_Count,TARGET_FID,JOIN_FID,Shape_Leng,ZipCode,City,Pop2018,FYpop,Pop2019,STATE,COUNTY,LOCATION,SPL_THEMES,RPL_THEMES,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape_Length_1,Shape_Area_1
1,31,783,43265.28328,77032,Houston,13151,14266,13626,TEXAS,Harris,"Census Tract 9801, Harris County, Texas",7.5973,0.563,12.2963348,570,147,268,55,228,51,228,125,12,11,17116,5237,19,22,7,10,236,93,6,9,106,47.4,512,154.3,18,52.5,202,59.2,0,13,0,18.4,11,18,0,13,40,18.3,4.1,3.9,17116,5237,7.5,8.7,1.2,1.7,41.4,12.3,1.1,1.6,46.5,18,89.8,14,3.6,10.4,75.4,15.8,0,13.8,0,8.1,4.8,7.6,0,2.3,0.9543,0.3411,0.8842,0.3682,2.5478,0.6804,0.0079,0.996,0.0015,0.9993,2.0047,0.4897,0.907,0.6979,1.6049,0.8394,0.9781,0,0,0.4618,0,1.4399,0.1664,1,0,0,0,1,0,1,0,1,2,1,0,1,1,0,0,0,0,1,5,69,54,12.1,8.8,24416,34678.17894,42719790.93
1,43,66,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2311, Harris County, Texas",10.5405,0.9293,4.2700441,4867,599,1600,53,1398,108,1101,453,198,105,15275,2683,1242,251,351,96,1761,439,553,199,174,98.4,4565,614.7,745,234.1,116,80.2,0,13,214,82.9,184,126,19,15,22.6,9.3,10,5.4,15275,2683,46.2,8.3,7.2,2.3,36.2,7.8,11.4,4,12.4,7,93.8,5.1,17.1,5,7.3,5,0,2.5,15.3,5.8,13.2,8.7,0.4,0.3,0.7865,0.8445,0.9249,0.985,3.5409,0.937,0.0847,0.9829,0.4113,0.7555,2.2344,0.6479,0.9342,0.9372,1.8714,0.9626,0.5838,0,0.9609,0.8015,0.5476,2.8938,0.7494,0,0,1,1,2,0,1,0,0,1,1,1,2,0,0,1,0,0,1,6,988,284,20.3,4.8,4792,17105.09856,14899206
1,43,67,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2312, Harris County, Texas",10.6958,0.9408,5.36094596,6998,978,2411,42,2191,173,1304,875,290,185,16697,3683,953,346,822,185,2225,677,988,340,477,191.2,6799,991.5,574,262.7,292,146.8,0,19,72,106.7,403,147,40,22,18.6,11.6,9.5,5.9,16697,3683,22.6,7.5,11.7,2.7,31.8,8.6,14.1,4.5,21.8,8.6,97.2,4,8.8,3.8,12.1,6.1,0,1.6,3.3,4.9,18.4,6.7,0.6,0.3,0.703,0.8244,0.8947,0.8417,3.2638,0.8724,0.2885,0.9371,0.6032,0.9525,2.7813,0.9152,0.9638,0.8509,1.8147,0.9378,0.6873,0,0.6658,0.8716,0.6113,2.836,0.7262,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,3,1279,367,18.3,4.6,3377,20726.415,18636161.6
1,43,75,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2320, Harris County, Texas",9.9953,0.8772,6.1575713,4632,543,1402,68,1302,96,821,466,214,139,19446,2661,1083,272,546,102,1357,344,687,220,141,86.8,4590,544.5,758,221.6,0,18.4,265,95,216,111,53,41,0,13,17.8,9.5,9.8,5.7,19446,2661,38.5,8,11.8,2.4,29.3,6.6,14.8,4.1,10.8,6.6,99.1,1.8,17.2,4.7,0,1.3,18.9,6.7,16.6,8.4,4.1,3.1,0,0.3,0.6836,0.8375,0.8227,0.9655,3.3093,0.8826,0.2938,0.8805,0.6474,0.6819,2.5036,0.8026,0.9867,0.938,1.9247,0.9825,0,0.8862,0.9672,0.4043,0,2.2577,0.4699,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,1,0,0,1,4,1398,354,30.2,7.3,3279,21204.64518,21978422.47
1,43,77,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2322, Harris County, Texas",7.4965,0.5473,7.65745054,17871,1469,6373,162,6163,243,2537,1613,271,188,39272,6937,1457,802,1345,537,5460,1099,1347,645,621,336.2,13483,1620.9,1737,903.4,2484,487.6,167,133,148,183.2,166,151,0,21,14.2,8.3,3,2,39272,6937,12.7,6.7,7.5,3.1,30.6,5.6,7.5,3.6,10.1,5.4,75.4,6.6,11.1,5.7,39,7.6,2.6,2.1,2.4,3,2.7,2.4,0,0.1,0.5774,0.1943,0.2314,0.6054,1.6085,0.3906,0.0944,0.9143,0.1364,0.6437,1.7888,0.3465,0.828,0.8837,1.7117,0.8897,0.9129,0.635,0.5682,0.2714,0,2.3875,0.5279,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,2271,1142,12.7,5.9,6352,30033.24402,26735143.23
1,43,78,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2323.01, Harris County, Texas",10.105,0.889,9.9576949,11956,965,3688,116,3392,163,2521,819,373,220,17169,2077,1563,458,548,125,4641,647,917,255,920,243.9,10715,1044.2,1434,404.7,273,164.6,1020,192,274,180.6,180,137,0,21,21.3,6.6,7.6,4.3,17169,2077,24.2,6.7,4.6,1.1,38.8,4.4,7.7,2.2,27.1,7.1,89.6,4.9,13.3,3.6,7.4,4.5,27.7,5,8.1,5.3,5.3,4,0,0.2,0.7625,0.7194,0.8828,0.865,3.2297,0.864,0.0283,0.9925,0.1478,0.9831,2.1517,0.5928,0.9057,0.9075,1.8132,0.937,0.5863,0.9414,0.8838,0.4989,0,2.9104,0.7562,0,0,0,0,0,0,1,0,1,2,1,1,2,0,1,0,0,0,1,5,2724,624,22.8,4.9,4927,32829.38899,34541523.37
1,43,79,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2323.02, Harris County, Texas",8.9912,0.7595,4.59904123,11856,917,3372,93,3100,155,1894,670,509,263,20081,1934,1850,563,638,192,3828,539,1077,273,415,146,10898,985.5,1318,469.8,164,76.9,90,66,134,110.9,45,45,0,21,16,5.4,8.7,4.4,20081,1934,26.9,7.5,5.4,1.7,32.3,3.8,9.1,2.2,13.4,4.7,91.9,4.3,12.5,4.3,4.9,2.3,2.7,2,4.3,3.6,1.5,1.4,0,0.2,0.6338,0.7868,0.8046,0.8972,3.1224,0.837,0.0403,0.945,0.2405,0.7924,2.0182,0.4996,0.9211,0.8996,1.8207,0.9406,0.5093,0.6387,0.743,0.1389,0,2.0299,0.3726,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,2611,528,22,4.5,6923,17981.87093,15965393.15
1,43,80,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2324.01, Harris County, Texas",8.9148,0.7507,5.64319502,8938,714,2896,85,2595,164,1497,574,539,209,23218,2757,1426,306,482,141,2475,423,781,288,244,144.8,8015,912.4,1077,329.3,144,98.9,298,125,74,64.1,87,82,0,19,16.9,6.7,11.8,4.4,23218,2757,26.7,5.5,5.4,1.5,27.7,4.2,8.7,3.3,9.4,5.5,89.7,7.3,13.1,3.8,5,3.4,10.3,4.2,2.9,2.5,3.4,3.1,0,0.2,0.6593,0.8969,0.697,0.895,3.1482,0.8435,0.0403,0.8263,0.2121,0.6025,1.6812,0.2818,0.9062,0.9058,1.812,0.9364,0.5129,0.7927,0.627,0.3408,0,2.2734,0.4769,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,2631,511,29.4,5.7,10867,22869.3815,19567401.88
1,43,83,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2325, Harris County, Texas",10.5492,0.93,4.41953585,4300,624,975,45,933,63,600,251,70,82,11555,1631,1016,235,543,130,949,337,421,147,234,104,3703,648.1,598,199.5,191,98.3,0,13,102,72.9,55,40,1252,336,19.6,8.4,5.1,5.7,11555,1631,34.7,6.5,12.6,3.1,22.1,7.2,13.7,5,25.1,11,86.1,8.4,15,4.5,19.6,10,0,4,10.9,7.8,5.9,4.2,29.1,6.6,0.7265,0.4732,0.9797,0.9503,3.1297,0.8388,0.3392,0.4867,0.577,0.9753,2.3782,0.7359,0.8854,0.9222,1.8076,0.9345,0.7907,0,0.9261,0.5372,0.9797,3.2337,0.8653,0,0,1,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1,2,6,848,330,27.7,8.7,5491,19895.0044,15375585.84
1,43,127,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2504.02, Harris County, Texas",4.8623,0.1536,7.59302981,21495,857,7196,106,7065,146,1273,728,283,185,41989,4156,381,186,1974,421,6797,604,1335,295,643,259.3,9941,1212.7,234,177.4,688,287.6,0,25,117,89.6,164,127,0,25,6,3.4,2.6,1.7,41989,4156,2.8,1.3,9.2,2,31.6,2.5,6.2,1.3,9.1,3.7,46.2,5.3,1.2,0.9,9.6,4,0,0.6,1.7,1.3,2.3,1.8,0,0.1,0.22,0.1454,0.1908,0.0989,0.6551,0.0915,0.1619,0.9334,0.0725,0.5834,1.7512,0.3234,0.654,0.4695,1.1235,0.5886,0.6394,0,0.4656,0.2275,0,1.3325,0.1389,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1398,817,6.5,3.8,10579,32864.22931,29845050.95
1,43,144,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2517, Harris County, Texas",7.3187,0.5191,27.58541531,8266,725,3183,95,3005,166,815,383,89,55,27658,3831,734,290,1114,320,2301,531,990,298,384,186.9,1720,991.9,243,190.4,168,125.9,639,194,24,42.5,123,98,0,19,9.9,4.5,2.4,1.5,27658,3831,13.3,5.1,13.5,3.9,27.8,5.9,12,3.6,12.8,6.2,20.8,11.9,3.2,2.5,5.3,4,20.1,6.2,0.8,1.4,4.1,3.2,0,0.2,0.4098,0.1238,0.5316,0.6268,1.692,0.4181,0.3919,0.8303,0.4555,0.7709,2.4486,0.774,0.386,0.6736,1.0596,0.5533,0.5231,0.8959,0.2952,0.4043,0,2.1185,0.4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,519,15.3,6.3,6321,53988.47922,107221438.5
1,43,146,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2519.01, Harris County, Texas",5.5416,0.2432,16.31866821,10259,726,3751,82,3692,108,1051,451,326,163,34895,3734,631,220,991,266,2624,378,651,236,328,153.2,3545,1053.9,63,111.8,0,29.7,259,144,35,47.9,67,85,0,21,10.3,4.5,6.5,3,34895,3734,9.3,3.3,9.7,2.6,25.6,3.2,6.4,2.4,8.9,4.1,34.6,10,0.7,1.2,0,0.8,6.9,3.8,0.9,1.3,1.8,2.3,0,0.2,0.4279,0.6284,0.3177,0.4605,1.8345,0.4628,0.185,0.7239,0.0813,0.5703,1.5605,0.2174,0.5513,0.3656,0.9169,0.4649,0,0.7385,0.319,0.1722,0,1.2297,0.1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,573,11.4,5.5,3560,34953.29531,70184135.41
1,43,147,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2519.02, Harris County, Texas",5.3188,0.2121,6.36667796,6020,320,2189,57,2126,87,221,120,183,128,38296,2866,179,92,991,205,1469,195,715,182,252,128.3,1829,489.9,48,81.5,14,26.2,0,19,23,29.7,54,77,0,19,3.7,2,6.1,4.1,38296,2866,4.3,2.2,16.5,3.3,24.4,3,11.9,3.1,11.9,6,30.4,8,0.9,1.5,0.6,1.2,0,1.8,1.1,1.4,2.5,3.6,0,0.3,0.1015,0.5882,0.2484,0.1839,1.122,0.2333,0.5753,0.6519,0.4483,0.7346,2.4101,0.7531,0.5077,0.4116,0.9193,0.4666,0.2585,0,0.3601,0.2488,0,0.8674,0.0561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,339,14.2,5.5,3049,23836.88445,23330861.24
1,43,148,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2520, Harris County, Texas",6.0172,0.3138,15.57192532,19799,1765,6726,67,6266,286,1308,1409,483,262,47180,4762,561,327,841,277,5995,1011,1156,357,545,292.8,11657,2020.3,783,380.6,542,261.8,323,166,179,202.9,76,89,0,21,6.6,6.8,4.4,2.3,47180,4762,4.5,2.5,4.2,1.4,30.3,4.3,5.8,1.8,8.7,4.7,58.9,8.7,4.4,2.1,8.1,3.9,4.8,2.5,2.9,3.2,1.2,1.4,0,0.1,0.2499,0.3816,0.1345,0.1957,0.9617,0.1831,0.0241,0.9074,0.0578,0.5564,1.5457,0.2106,0.7385,0.7356,1.4741,0.775,0.6043,0.6964,0.627,0.108,0,2.0357,0.3748,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1678,864,8.5,3.9,8669,46041.25858,74840341.93
1,43,149,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2521, Harris County, Texas",7.2598,0.5098,8.95817876,2274,319,758,42,698,57,270,223,53,41,24352,4620,233,108,277,43,500,170,354,125,34,35.5,1301,379.7,181,106.1,0,18.4,137,50,39,30.9,0,13,0,13,12,9.2,4.5,3.3,24352,4620,15.7,6.1,12.2,2,22,6.8,15.6,4.7,4.9,5.1,57.2,14.6,8.6,4.9,0,2.4,18.1,6.4,5.6,4.4,0,5.6,0,0.6,0.498,0.3946,0.6537,0.7008,2.2471,0.5907,0.3164,0.4788,0.6936,0.2589,1.7477,0.3212,0.7281,0.8475,1.5756,0.8253,0,0.8794,0.81,0,0,1.6894,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,171,20.9,6.5,1494,26662.98925,33428489.44
1,43,150,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2522, Harris County, Texas",9.12,0.7763,8.37974815,9502,827,3533,111,3047,200,566,408,394,212,25063,2875,1254,315,449,178,3239,552,375,164,475,206.5,8174,908.9,639,239,1006,309.1,235,150,150,118.8,43,46,49,41,6,4.4,8,4.5,25063,2875,23.6,5.8,4.7,1.8,34.1,5,3.9,1.7,15.6,6.7,86,6,7.7,2.8,28.5,8.7,6.7,4.2,4.9,3.9,1.4,1.5,0.5,0.4,0.22,0.7466,0.6269,0.8566,2.4501,0.6517,0.0296,0.9679,0.015,0.8554,1.8679,0.3951,0.8848,0.8305,1.7153,0.8913,0.8641,0.7349,0.7766,0.1283,0.5828,3.0867,0.8185,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1836,546,19.3,5.9,6879,22740.65493,28988785.91
1,43,155,75163.8283,77044,Houston,48325,56360,50413,TEXAS,Harris,"Census Tract 2526, Harris County, Texas",10.0688,0.8853,12.90390452,8501,858,2575,158,2375,147,2215,709,404,188,21658,4959,2173,326,771,137,2897,510,630,190,488,171.1,6147,976.9,1567,358,60,68.6,1138,194,366,124.7,77,73,0,19,26.1,7.6,10.7,4.5,21658,4959,44.8,5.8,9.1,1.9,34.1,4.9,7.4,2.2,20.5,7.1,72.3,8.9,19.9,4.1,2.3,2.7,44.2,7.1,15.4,5.2,3.2,3.1,0,0.2,0.8393,0.8673,0.752,0.9824,3.441,0.9137,0.1573,0.9679,0.1306,0.9392,2.195,0.6219,0.8119,0.9535,1.7654,0.9149,0.3977,0.9865,0.9616,0.3216,0,2.6674,0.6525,0,0,0,1,1,0,1,0,1,2,0,1,1,0,1,1,0,0,2,6,2877,631,33.8,6.1,10142,47291.69684,51386170.26
1,64,704,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5506.02, Harris County, Texas",7.854,0.6012,0.43346822,3160,246,877,16,866,23,399,201,149,66,19632,2170,562,137,297,54,859,165,291,79,83,41.6,3054,253,402,137.9,0,18.4,0,13,40,34.2,28,23,0,13,12.6,6.4,9.3,3.9,19632,2170,29.2,6.9,9.4,1.7,27.2,4.8,9.2,2.5,9.6,4.8,96.6,2.7,13,4.4,0,2.1,0,4.5,4.6,3.9,3.2,2.6,0,0.4,0.5201,0.8159,0.8173,0.918,3.0713,0.8246,0.1714,0.8045,0.2474,0.6149,1.8382,0.3771,0.9577,0.9048,1.8625,0.9591,0,0,0.7604,0.3216,0,1.082,0.0878,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,621,160,19.7,5,3419,5189.64239,1500858.574
1,64,705,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5506.03, Harris County, Texas",9.7128,0.8462,0.67151246,6406,545,1773,42,1648,90,1284,449,152,126,19333,2726,1353,319,340,52,1935,244,443,158,275,116.8,6202,558.9,1703,374.1,539,123.1,10,17,160,85.3,45,44,9,6,20.1,6.9,4.6,3.5,19333,2726,36.9,7.7,5.3,0.9,30.2,2.8,6.9,2.2,16.7,7,96.8,2.9,28.1,5.6,30.4,6.9,0.6,1,9.7,5.1,2.7,2.6,0.1,0.1,0.7374,0.4082,0.8262,0.9596,2.9314,0.7879,0.0384,0.905,0.1037,0.881,1.9281,0.4344,0.9596,0.9828,1.9424,0.9887,0.875,0.4741,0.9113,0.2714,0.3791,2.9109,0.7564,0,0,0,1,1,0,1,0,0,1,1,1,2,0,0,1,0,0,1,5,1666,413,26,6.3,2567,7186.572626,2319248.697
1,64,706,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5507, Harris County, Texas",8.4244,0.6856,2.3407677,3892,370,1081,26,1051,45,506,267,208,81,24925,4508,600,191,198,58,1071,166,419,149,155,73.4,3630,387.5,503,161,0,18.4,12,16,87,50.2,26,18,0,13,13.1,6.7,9.3,3.8,24925,4508,23.9,6.5,5.1,1.4,27.5,3.4,10.8,3.5,14.7,7,93.3,4.5,14.4,4.4,0,1.7,1.1,1.5,8.3,4.8,2.5,1.7,0,0.3,0.538,0.8159,0.6323,0.8608,2.847,0.7648,0.0351,0.8177,0.3677,0.8319,2.0524,0.5243,0.9307,0.9172,1.8479,0.9531,0,0.5405,0.8878,0.2488,0,1.6771,0.2375,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,926,232,23.8,5.3,6331,17765.1912,8116271.445
1,64,707,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5508, Harris County, Texas",9.6399,0.8382,0.76847812,3669,264,1037,30,981,44,691,223,205,83,18040,1811,529,156,306,78,1097,186,426,175,173,61.3,3518,280.2,690,210.9,178,68.5,0,13,65,40.3,47,36,0,13,18.8,5.9,10.8,4.4,18040,1811,25,7,8.3,2,29.9,4.6,11.6,4.7,17.6,6.2,95.9,3.3,19.9,5.9,17.2,6.6,0,3.8,6.6,4.1,4.8,3.7,0,0.4,0.7083,0.8703,0.8621,0.8759,3.3166,0.8844,0.1247,0.8975,0.4254,0.8983,2.3459,0.7169,0.9514,0.9535,1.9049,0.9754,0.7643,0,0.8464,0.4618,0,2.0725,0.3898,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,829,229,22.6,5.8,2018,7789.393148,2665250.211
1,64,708,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5509, Harris County, Texas",8.8944,0.7484,1.22965224,9779,679,2752,88,2618,119,1325,690,489,222,17133,2014,1466,339,864,89,2895,512,1179,401,279,131.2,9081,739.1,1258,354.1,130,92.8,0,19,388,164.5,62,72,0,19,13.5,7,10.6,4.8,17133,2014,25.6,6.1,8.8,1.1,29.6,4.8,12.1,4.2,10.7,5,92.9,3.9,13.6,3.7,4.7,3.4,0,1.4,14.8,6.2,2.4,2.8,0,0.2,0.5528,0.8643,0.8838,0.883,3.1839,0.8525,0.1446,0.8895,0.4635,0.6767,2.1743,0.6083,0.9277,0.9103,1.838,0.9488,0.5022,0,0.9577,0.2383,0,1.6982,0.2449,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,3,2421,678,24.8,6.7,3014,8672.207333,4261633.356
1,64,709,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5510, Harris County, Texas",8.3723,0.678,0.42895971,3908,281,934,19,877,46,937,307,249,100,14622,1782,804,159,150,52,1057,152,359,115,115,53.7,3574,311.3,859,176.9,0,18.4,0,13,71,43,14,22,0,13,24,7.7,12.1,4.2,14622,1782,35.8,6.3,3.8,1.3,27,3.4,9.2,2.9,13.1,6.1,91.5,4.5,23.4,4.5,0,2,0,4.2,8.1,4.9,1.6,2.6,0,0.3,0.8092,0.9037,0.9376,0.9554,3.6059,0.9508,0.0205,0.7954,0.2474,0.7818,1.8451,0.3813,0.9184,0.969,1.8874,0.9686,0,0,0.8838,0.1501,0,1.0339,0.0805,0,1,1,1,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,5,1162,243,29.7,5.5,1938,5830.850824,1480336.348
1,64,710,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5511, Harris County, Texas",10.5154,0.9273,1.77973447,10894,1002,3742,89,3476,192,2386,755,476,217,20990,3028,1404,390,1137,206,3100,657,1186,322,525,178.4,10022,1058.8,1619,512.6,1564,310.2,0,21,477,197.8,307,175,89,98,22.1,6.8,8.7,3.8,20990,3028,21.1,5.6,10.4,1.8,28.5,5.4,11,3,15.1,5.1,92,4.8,16.1,4.9,41.8,8.2,0,1.1,13.7,5.6,8.8,5,0.8,0.9,0.7775,0.7868,0.7755,0.8175,3.1573,0.8458,0.2188,0.8559,0.3822,0.8427,2.2996,0.6889,0.9219,0.9304,1.8523,0.955,0.9221,0,0.9507,0.6798,0.6536,3.2062,0.857,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,2245,779,20.7,6.4,10224,10871.85085,6190780.571
1,64,711,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5512, Harris County, Texas",8.5694,0.7055,1.37836213,7718,759,2790,82,2672,136,1180,716,194,117,28101,4793,794,340,1015,186,2032,407,962,290,454,232.4,4715,1008.5,717,344.1,696,286,0,19,109,98.8,196,134,0,19,15.3,8.8,4.7,2.8,28101,4793,15.5,6.2,13.2,2.8,26.3,4.6,12.5,4,17,8.7,61.1,11.6,10.1,4.7,24.9,10.2,0,1.4,4.1,3.7,7.3,5,0,0.2,0.613,0.4219,0.5155,0.6954,2.2458,0.5904,0.374,0.7613,0.4933,0.8872,2.5158,0.8089,0.7516,0.8712,1.6228,0.8477,0.8393,0,0.73,0.6157,0,2.185,0.4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,458,20.6,6.1,7616,9769.880669,4767456.553
1,64,712,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5513, Harris County, Texas",6.8669,0.4472,0.76699008,4434,561,1233,19,1203,54,319,255,166,111,26255,3692,250,147,371,142,994,336,305,141,97,78.4,3521,584.5,527,344.8,0,18.4,83,55,34,33.6,21,23,8,4,7.2,5.6,6.4,4.1,26255,3692,8.6,4.8,8.4,3.2,22.4,7,6.9,2.8,8.1,6.5,79.4,8.5,12.7,8.2,0,1.5,6.7,4.5,2.8,2.8,1.7,2,0.2,0.1,0.2803,0.6185,0.5836,0.4263,1.9087,0.4871,0.1286,0.5096,0.1037,0.5147,1.2566,0.0997,0.8483,0.9016,1.7499,0.908,0,0.7349,0.6159,0.1609,0.44,1.9517,0.34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,486,235,11,4.6,1720,6765.115911,2671666.487
1,64,713,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5514, Harris County, Texas",7.2484,0.5079,3.05585409,5130,536,2121,50,1917,116,508,320,107,62,33263,3672,504,218,669,105,1105,309,573,170,131,66.3,3353,623.7,477,158.8,281,95.2,170,92,55,59.8,34,33,0,19,9.9,6.1,3.9,2.2,33263,3672,13.7,5.5,13,2.1,21.5,5.6,11.2,3.2,6.8,3.4,65.4,10.1,10.3,3.3,13.2,4.5,8,4.3,2.9,3.1,1.8,1.7,0,0.4,0.4098,0.3138,0.3576,0.6408,1.722,0.4269,0.3628,0.4412,0.3964,0.4154,1.6158,0.2454,0.775,0.8738,1.6488,0.8599,0.7062,0.7564,0.627,0.1722,0,2.2618,0.4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,255,16,4.4,11955,13428.15024,10625629.63
1,64,714,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5515, Harris County, Texas",8.8002,0.7364,3.82804148,8775,1059,3189,61,2958,175,1185,570,333,243,24449,3651,1043,579,579,169,2238,557,843,330,626,243.8,7655,1146.4,915,532.3,1476,336,149,105,49,46.4,74,64,0,19,13.5,6.3,7.2,4.9,24449,3651,18.9,8.9,6.6,2,25.5,5.6,9.6,3.7,21.2,8.1,87.2,7.7,11.5,6.5,46.3,10.5,4.7,3.3,1.7,1.6,2.5,2.2,0,0.2,0.5528,0.6891,0.6505,0.7762,2.6686,0.7148,0.0672,0.7181,0.2769,0.9466,2.0088,0.4929,0.8912,0.8886,1.7798,0.9219,0.9347,0.6939,0.4656,0.2488,0,2.343,0.509,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1878,734,21.4,7.1,10378,18492.11415,13367377.96
