Join_Count,TARGET_FID,JOIN_FID,Shape_Leng,ZipCode,City,Pop2018,FYpop,Pop2019,STATE,COUNTY,LOCATION,SPL_THEMES,RPL_THEMES,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape_Length_1,Shape_Area_1
1,64,734,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5528, Harris County, Texas",4.7269,0.1372,2.4853602,9371,825,4563,66,4172,251,180,136,314,168,54732,13651,121,135,2224,253,1716,389,839,302,213,166.4,3251,1095.7,52,112.4,1152,346.8,0,19,10,39.8,178,147,0,19,1.9,1.5,6.2,3.4,54732,13651,1.7,1.8,23.7,3.1,18.3,3.8,9,3.2,5.1,4,34.7,11.3,0.6,1.2,25.2,7.6,0,0.9,0.2,1,4.3,3.5,0,0.2,0.0285,0.5985,0.082,0.0469,0.7559,0.1201,0.8903,0.2353,0.2331,0.2756,1.6343,0.2556,0.5527,0.3395,0.8922,0.4503,0.8417,0,0.181,0.4218,0,1.4445,0.1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,599,7.1,6.2,8437,14018.44382,8701458.518
1,64,735,25537.29448,77066,Houston,36442,38429,35489,TEXAS,Harris,"Census Tract 5529, Harris County, Texas",7.1443,0.4914,1.87361092,8878,695,3906,93,3659,187,1211,544,299,187,39673,5249,243,140,1367,252,2535,643,1182,332,380,216.9,4730,836.8,196,140.6,785,236.9,0,19,109,124,81,88,0,19,13.7,6.2,6.6,3.8,39673,5249,4.2,2.4,15.4,2.9,28.6,6.9,13.3,3.5,10.4,5.9,53.3,8.5,2.4,1.7,20.1,6,0,1,3,3.4,2.2,2.4,0,0.2,0.56,0.6375,0.2244,0.1779,1.5998,0.3878,0.5071,0.8593,0.5503,0.6602,2.5769,0.8367,0.7035,0.615,1.3185,0.6938,0.7961,0,0.6373,0.2157,0,1.6491,0.2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,408,13.5,4.3,6325,10764.89673,6559855.896
1,66,700,19464.95091,77068,Houston,12684,13499,12696,TEXAS,Harris,"Census Tract 5504.01, Harris County, Texas",10.3639,0.9133,3.85208174,14904,1396,5356,89,4911,205,2656,874,679,265,21344,2720,1792,486,583,146,4798,841,1665,423,878,245.4,13822,1433.3,1984,540.2,1724,275.5,599,139,202,126.2,596,194,7,10,18,6.1,8.7,3.6,21344,2720,21.1,5.2,3.9,0.9,32.2,4.8,11.2,2.7,17.9,4.9,92.7,4.1,14.7,3.8,32.2,5.1,11.2,2.6,4.1,2.6,12.1,3.9,0,0.1,0.6884,0.7868,0.763,0.8175,3.0557,0.8204,0.0213,0.9435,0.3964,0.9036,2.2648,0.6672,0.9262,0.9198,1.846,0.9522,0.8845,0.8046,0.73,0.7783,0,3.1974,0.8543,0,0,0,0,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,4,4090,824,27.4,4.8,4986,16032.63883,13450401.45
1,66,710,19464.95091,77068,Houston,12684,13499,12696,TEXAS,Harris,"Census Tract 5511, Harris County, Texas",10.5154,0.9273,1.77973447,10894,1002,3742,89,3476,192,2386,755,476,217,20990,3028,1404,390,1137,206,3100,657,1186,322,525,178.4,10022,1058.8,1619,512.6,1564,310.2,0,21,477,197.8,307,175,89,98,22.1,6.8,8.7,3.8,20990,3028,21.1,5.6,10.4,1.8,28.5,5.4,11,3,15.1,5.1,92,4.8,16.1,4.9,41.8,8.2,0,1.1,13.7,5.6,8.8,5,0.8,0.9,0.7775,0.7868,0.7755,0.8175,3.1573,0.8458,0.2188,0.8559,0.3822,0.8427,2.2996,0.6889,0.9219,0.9304,1.8523,0.955,0.9221,0,0.9507,0.6798,0.6536,3.2062,0.857,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,2245,779,20.7,6.4,10224,10871.85085,6190780.571
1,66,735,19464.95091,77068,Houston,12684,13499,12696,TEXAS,Harris,"Census Tract 5529, Harris County, Texas",7.1443,0.4914,1.87361092,8878,695,3906,93,3659,187,1211,544,299,187,39673,5249,243,140,1367,252,2535,643,1182,332,380,216.9,4730,836.8,196,140.6,785,236.9,0,19,109,124,81,88,0,19,13.7,6.2,6.6,3.8,39673,5249,4.2,2.4,15.4,2.9,28.6,6.9,13.3,3.5,10.4,5.9,53.3,8.5,2.4,1.7,20.1,6,0,1,3,3.4,2.2,2.4,0,0.2,0.56,0.6375,0.2244,0.1779,1.5998,0.3878,0.5071,0.8593,0.5503,0.6602,2.5769,0.8367,0.7035,0.615,1.3185,0.6938,0.7961,0,0.6373,0.2157,0,1.6491,0.2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,408,13.5,4.3,6325,10764.89673,6559855.896
1,66,736,19464.95091,77068,Houston,12684,13499,12696,TEXAS,Harris,"Census Tract 5530.01, Harris County, Texas",6.6533,0.4137,1.80736393,5786,541,2285,29,2143,93,508,273,122,80,38773,3102,354,260,857,99,998,176,468,138,200,112.7,3292,657.1,373,368.8,364,134.2,42,66,3,21.5,61,72,35,19,8.8,4.4,3.5,2.3,38773,3102,8.5,5.9,14.8,2.3,17.2,2.6,8.1,2.4,9.3,5.2,56.9,10,6.8,6.7,15.9,5.9,1.8,2.9,0.1,1,2.8,3.3,0.6,0.3,0.3592,0.2583,0.2398,0.421,1.2783,0.2841,0.4709,0.1848,0.1728,0.5963,1.4248,0.1562,0.7262,0.811,1.5372,0.8065,0.7474,0.5951,0.1771,0.2821,0.6113,2.413,0.5389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,564,17.8,8.7,4564,10798.266,6334631.627
1,66,737,19464.95091,77068,Houston,12684,13499,12696,TEXAS,Harris,"Census Tract 5530.02, Harris County, Texas",7.9485,0.6153,1.75790966,4834,511,1838,31,1602,117,540,260,194,155,39554,5635,627,200,806,89,958,245,540,225,202,121.6,3609,567.1,701,261.4,423,129.6,0,13,55,63.3,70,76,0,13,11.3,5.3,7.8,5.9,39554,5635,18.6,5.1,16.7,2.7,19.8,4.6,11.2,4.6,12.6,7.5,74.7,8.7,15.4,5.5,23,7,0,2.1,3.4,3.9,4.4,4.6,0,0.3,0.4701,0.7332,0.2262,0.7698,2.1993,0.5764,0.5877,0.3232,0.3964,0.7629,2.0702,0.5366,0.8241,0.9255,1.7496,0.9078,0.824,0,0.675,0.4304,0,1.9294,0.3309,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,849,364,17.6,6.6,3631,11483.15658,6208190.663
1,66,738,19464.95091,77068,Houston,12684,13499,12696,TEXAS,Harris,"Census Tract 5531, Harris County, Texas",8.8912,0.748,1.3026483,6118,584,2804,95,2359,196,910,495,121,91,32579,7186,353,172,992,223,1430,220,766,301,365,186.8,4273,706.7,215,177.9,699,262.4,32,51,107,122,121,82,27,11,14.9,8,3.9,2.9,32579,7186,9,4.3,16.2,3.3,23.4,2.8,12.6,4.8,15.5,7.8,69.8,9.4,3.6,3,24.9,9.3,1.1,1.8,4.5,5.2,5.1,3.5,0.4,0.2,0.5999,0.3138,0.375,0.4458,1.7345,0.4313,0.5566,0.5832,0.5008,0.8529,2.4935,0.7978,0.7986,0.6979,1.4965,0.7861,0.8393,0.5405,0.7545,0.4848,0.5476,3.1667,0.8448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,423,18.2,6.4,5562,9302.470428,4546877.541
1,66,745,19464.95091,77068,Houston,12684,13499,12696,TEXAS,Harris,"Census Tract 5536, Harris County, Texas",6.2565,0.3502,1.85795873,8097,511,3083,37,2938,126,442,257,277,162,39756,3939,209,125,728,210,1993,302,554,176,197,135.1,3317,706.6,249,161.1,1000,236.9,19,31,13,29.1,108,88,36,16,5.5,3.2,6.1,3.3,39756,3939,3.9,2.3,9,2.7,24.6,3.4,6.9,2.3,6.7,4.6,41,8.3,3.2,2.1,32.4,7.7,0.6,1,0.4,1,3.7,3,0.4,0.2,0.1942,0.5882,0.2229,0.1601,1.1654,0.2472,0.153,0.6652,0.1037,0.4073,1.3292,0.121,0.6124,0.6736,1.286,0.6775,0.8853,0.4741,0.1999,0.369,0.5476,2.4759,0.5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,386,11,4.7,4753,11912.25122,6534368.666
1,66,746,19464.95091,77068,Houston,12684,13499,12696,TEXAS,Harris,"Census Tract 5537, Harris County, Texas",7.1177,0.4871,1.21318808,4242,440,1664,36,1473,118,679,358,139,105,39062,5878,263,112,593,155,1124,218,480,161,48,46.6,2023,551.2,240,174.6,514,140.6,0,13,156,110.6,30,28,0,13,16,8.4,6.3,4.4,39062,5878,9.2,4.1,14,3.9,26.5,4.3,11.3,3.6,3.3,3.2,47.7,12,6,4.3,30.9,8.4,0,2.4,10.6,7.5,2,1.9,0,0.3,0.6338,0.6084,0.2349,0.4557,1.9328,0.4947,0.4216,0.7716,0.4038,0.1382,1.7352,0.3134,0.6652,0.7908,1.456,0.7656,0.8777,0,0.9229,0.1931,0,1.9937,0.3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,577,263,13.6,5.8,2493,9803.33406,4203965.805
1,67,710,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5511, Harris County, Texas",10.5154,0.9273,1.77973447,10894,1002,3742,89,3476,192,2386,755,476,217,20990,3028,1404,390,1137,206,3100,657,1186,322,525,178.4,10022,1058.8,1619,512.6,1564,310.2,0,21,477,197.8,307,175,89,98,22.1,6.8,8.7,3.8,20990,3028,21.1,5.6,10.4,1.8,28.5,5.4,11,3,15.1,5.1,92,4.8,16.1,4.9,41.8,8.2,0,1.1,13.7,5.6,8.8,5,0.8,0.9,0.7775,0.7868,0.7755,0.8175,3.1573,0.8458,0.2188,0.8559,0.3822,0.8427,2.2996,0.6889,0.9219,0.9304,1.8523,0.955,0.9221,0,0.9507,0.6798,0.6536,3.2062,0.857,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,2245,779,20.7,6.4,10224,10871.85085,6190780.571
1,67,711,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5512, Harris County, Texas",8.5694,0.7055,1.37836213,7718,759,2790,82,2672,136,1180,716,194,117,28101,4793,794,340,1015,186,2032,407,962,290,454,232.4,4715,1008.5,717,344.1,696,286,0,19,109,98.8,196,134,0,19,15.3,8.8,4.7,2.8,28101,4793,15.5,6.2,13.2,2.8,26.3,4.6,12.5,4,17,8.7,61.1,11.6,10.1,4.7,24.9,10.2,0,1.4,4.1,3.7,7.3,5,0,0.2,0.613,0.4219,0.5155,0.6954,2.2458,0.5904,0.374,0.7613,0.4933,0.8872,2.5158,0.8089,0.7516,0.8712,1.6228,0.8477,0.8393,0,0.73,0.6157,0,2.185,0.4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,458,20.6,6.1,7616,9769.880669,4767456.553
1,67,713,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5514, Harris County, Texas",7.2484,0.5079,3.05585409,5130,536,2121,50,1917,116,508,320,107,62,33263,3672,504,218,669,105,1105,309,573,170,131,66.3,3353,623.7,477,158.8,281,95.2,170,92,55,59.8,34,33,0,19,9.9,6.1,3.9,2.2,33263,3672,13.7,5.5,13,2.1,21.5,5.6,11.2,3.2,6.8,3.4,65.4,10.1,10.3,3.3,13.2,4.5,8,4.3,2.9,3.1,1.8,1.7,0,0.4,0.4098,0.3138,0.3576,0.6408,1.722,0.4269,0.3628,0.4412,0.3964,0.4154,1.6158,0.2454,0.775,0.8738,1.6488,0.8599,0.7062,0.7564,0.627,0.1722,0,2.2618,0.4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,255,16,4.4,11955,13428.15024,10625629.63
1,67,733,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5527, Harris County, Texas",8.2774,0.6642,1.91885204,8620,1061,4225,248,3746,361,854,461,227,159,36104,5754,199,121,1440,341,1810,485,1355,406,330,192.9,4731,1246.9,378,287.6,1959,449.2,19,30,62,79.3,407,178,92,55,10.1,5.2,4.9,3.3,36104,5754,3.2,2,16.7,4.7,21,5,15.8,4.7,8.8,5.1,54.9,12.8,4.6,3.4,46.4,10.3,0.4,0.7,1.7,2.1,10.9,4.6,1.1,0.6,0.4188,0.4473,0.2915,0.12,1.2776,0.2838,0.5877,0.4036,0.7051,0.5635,2.2599,0.6639,0.7144,0.7442,1.4586,0.7672,0.9351,0.436,0.4656,0.7474,0.6972,3.2813,0.8794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,868,431,10.2,5,10201,11960.37223,6719628.399
1,67,734,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5528, Harris County, Texas",4.7269,0.1372,2.4853602,9371,825,4563,66,4172,251,180,136,314,168,54732,13651,121,135,2224,253,1716,389,839,302,213,166.4,3251,1095.7,52,112.4,1152,346.8,0,19,10,39.8,178,147,0,19,1.9,1.5,6.2,3.4,54732,13651,1.7,1.8,23.7,3.1,18.3,3.8,9,3.2,5.1,4,34.7,11.3,0.6,1.2,25.2,7.6,0,0.9,0.2,1,4.3,3.5,0,0.2,0.0285,0.5985,0.082,0.0469,0.7559,0.1201,0.8903,0.2353,0.2331,0.2756,1.6343,0.2556,0.5527,0.3395,0.8922,0.4503,0.8417,0,0.181,0.4218,0,1.4445,0.1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,599,7.1,6.2,8437,14018.44382,8701458.518
1,67,735,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5529, Harris County, Texas",7.1443,0.4914,1.87361092,8878,695,3906,93,3659,187,1211,544,299,187,39673,5249,243,140,1367,252,2535,643,1182,332,380,216.9,4730,836.8,196,140.6,785,236.9,0,19,109,124,81,88,0,19,13.7,6.2,6.6,3.8,39673,5249,4.2,2.4,15.4,2.9,28.6,6.9,13.3,3.5,10.4,5.9,53.3,8.5,2.4,1.7,20.1,6,0,1,3,3.4,2.2,2.4,0,0.2,0.56,0.6375,0.2244,0.1779,1.5998,0.3878,0.5071,0.8593,0.5503,0.6602,2.5769,0.8367,0.7035,0.615,1.3185,0.6938,0.7961,0,0.6373,0.2157,0,1.6491,0.2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,408,13.5,4.3,6325,10764.89673,6559855.896
1,67,736,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5530.01, Harris County, Texas",6.6533,0.4137,1.80736393,5786,541,2285,29,2143,93,508,273,122,80,38773,3102,354,260,857,99,998,176,468,138,200,112.7,3292,657.1,373,368.8,364,134.2,42,66,3,21.5,61,72,35,19,8.8,4.4,3.5,2.3,38773,3102,8.5,5.9,14.8,2.3,17.2,2.6,8.1,2.4,9.3,5.2,56.9,10,6.8,6.7,15.9,5.9,1.8,2.9,0.1,1,2.8,3.3,0.6,0.3,0.3592,0.2583,0.2398,0.421,1.2783,0.2841,0.4709,0.1848,0.1728,0.5963,1.4248,0.1562,0.7262,0.811,1.5372,0.8065,0.7474,0.5951,0.1771,0.2821,0.6113,2.413,0.5389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,564,17.8,8.7,4564,10798.266,6334631.627
1,67,750,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5540.01, Harris County, Texas",7.6946,0.5775,1.2837988,3332,359,1553,56,1299,116,46,36,77,75,44658,6543,116,84,592,127,808,179,459,120,194,102.9,1619,437.5,239,154,807,167.2,13,20,49,60.7,70,45,0,13,1.4,1.1,4.6,4.3,44658,6543,5.1,3.5,17.8,4.3,24.2,4.7,13.8,3.6,14.9,7.8,48.6,12,7.5,4.8,52,10.6,0.8,1.3,3.8,4.7,5.4,3.3,0,0.4,0.0161,0.4082,0.1593,0.2305,0.8141,0.1373,0.654,0.6384,0.5836,0.8373,2.7133,0.8924,0.6715,0.8266,1.4981,0.7868,0.9473,0.5088,0.7075,0.5055,0,2.6691,0.6532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,488,245,14.6,6.6,5894,9203.155747,4463668.204
1,67,751,21593.57252,77069,Houston,17462,18479,18103,TEXAS,Harris,"Census Tract 5540.02, Harris County, Texas",3.3499,0.0285,1.64876867,4279,245,1574,25,1513,56,203,120,51,41,66384,6885,66,49,885,96,992,124,378,95,30,27.3,719,327.3,64,70.6,0,18.4,0,13,23,30,0,13,0,13,4.8,2.8,2.6,2.1,66384,6885,2.2,1.6,20.7,2.5,23.2,2.6,8.8,2.1,2,1.8,16.8,7.6,1.6,1.7,0,1.2,0,2.5,1.5,2,0,2.6,0,0.3,0.1577,0.1454,0.0423,0.0691,0.4145,0.0351,0.7987,0.5681,0.2189,0.0654,1.6511,0.2649,0.3232,0.5286,0.8518,0.4255,0,0,0.4325,0,0,0.4325,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,97,4.4,2.3,3107,9908.086698,5817489.504
1,68,713,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5514, Harris County, Texas",7.2484,0.5079,3.05585409,5130,536,2121,50,1917,116,508,320,107,62,33263,3672,504,218,669,105,1105,309,573,170,131,66.3,3353,623.7,477,158.8,281,95.2,170,92,55,59.8,34,33,0,19,9.9,6.1,3.9,2.2,33263,3672,13.7,5.5,13,2.1,21.5,5.6,11.2,3.2,6.8,3.4,65.4,10.1,10.3,3.3,13.2,4.5,8,4.3,2.9,3.1,1.8,1.7,0,0.4,0.4098,0.3138,0.3576,0.6408,1.722,0.4269,0.3628,0.4412,0.3964,0.4154,1.6158,0.2454,0.775,0.8738,1.6488,0.8599,0.7062,0.7564,0.627,0.1722,0,2.2618,0.4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,255,16,4.4,11955,13428.15024,10625629.63
1,68,714,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5515, Harris County, Texas",8.8002,0.7364,3.82804148,8775,1059,3189,61,2958,175,1185,570,333,243,24449,3651,1043,579,579,169,2238,557,843,330,626,243.8,7655,1146.4,915,532.3,1476,336,149,105,49,46.4,74,64,0,19,13.5,6.3,7.2,4.9,24449,3651,18.9,8.9,6.6,2,25.5,5.6,9.6,3.7,21.2,8.1,87.2,7.7,11.5,6.5,46.3,10.5,4.7,3.3,1.7,1.6,2.5,2.2,0,0.2,0.5528,0.6891,0.6505,0.7762,2.6686,0.7148,0.0672,0.7181,0.2769,0.9466,2.0088,0.4929,0.8912,0.8886,1.7798,0.9219,0.9347,0.6939,0.4656,0.2488,0,2.343,0.509,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1878,734,21.4,7.1,10378,18492.11415,13367377.96
1,68,715,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5516, Harris County, Texas",9.1397,0.7788,1.17995783,9294,738,2862,37,2780,86,1051,503,348,196,22152,2578,1083,303,976,194,2213,438,564,192,355,150.8,6874,855.6,1083,374.1,309,136.9,9,15,235,116.7,85,83,252,129,11.7,5.5,6.8,3.6,22152,2578,17.5,4.8,10.5,1.8,23.8,4.3,6.2,2.1,12.8,5.4,74,7.1,12.1,4.1,10.8,4.8,0.3,0.5,8.5,4.2,3.1,3,2.7,1.4,0.4859,0.6555,0.7354,0.7457,2.6225,0.7016,0.2236,0.6115,0.0725,0.7709,1.6785,0.2803,0.8204,0.8953,1.7157,0.8915,0.6637,0.4282,0.8915,0.312,0.8276,3.123,0.8302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2383,659,26.4,6.8,5274,10437.71362,4085595.681
1,68,728,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5523.02, Harris County, Texas",7.4591,0.5419,1.40068578,4450,518,2295,67,1961,180,601,281,92,108,35609,5464,226,141,516,132,1005,297,193,107,266,131.5,2104,645.4,286,170.4,825,228.4,70,87,49,57.3,219,119,0,13,13.5,6.1,3.6,4.3,35609,5464,7,4.4,11.6,3.3,22.6,6.1,4.3,2.3,13.6,6.6,47.3,13.4,6.9,4.1,35.9,9.9,3.1,3.8,2.5,2.9,11.2,6.1,0,0.3,0.5528,0.2724,0.3016,0.3402,1.467,0.3443,0.2828,0.5243,0.0206,0.7986,1.6263,0.2512,0.662,0.8132,1.4752,0.7755,0.9012,0.6525,0.5814,0.7555,0,2.8906,0.7481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568,260,12.8,5.5,3746,9324.428817,4881516.642
1,68,729,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5524, Harris County, Texas",9.1808,0.7837,2.36021875,7709,646,2914,37,2775,135,576,360,254,159,27578,3766,974,400,1001,207,2261,563,818,227,454,201.7,4919,839.4,420,226.8,736,235.4,107,85,159,143.9,175,128,0,19,7.5,4.8,6.7,4.4,27578,3766,19.6,7.4,13,2.6,29.3,6.9,10.6,2.9,16.4,7.2,63.8,9.5,5.9,3.2,25.3,8.1,3.7,2.9,5.7,5.2,6.3,4.6,0,0.2,0.2955,0.6468,0.5347,0.7911,2.2681,0.5975,0.3628,0.8805,0.3526,0.8747,2.4706,0.7854,0.7666,0.7879,1.5545,0.815,0.8424,0.6696,0.8139,0.5617,0,2.8876,0.7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,383,11.2,4.7,7698,11475.1513,8167983.221
1,68,730,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5525, Harris County, Texas",8.0701,0.6332,2.11074164,11478,808,4023,35,3556,182,1466,766,358,230,26919,3968,889,379,948,165,3564,531,803,240,867,261.3,7824,890.4,1154,478.1,476,172.9,0,21,216,139.5,47,44,8,4,12.8,6.4,5.9,3.6,26919,3968,12.9,5.2,8.3,1.4,31.1,4.1,7,2.1,24.4,7.2,68.2,6.1,10.6,4.3,11.8,4.3,0,1,6.1,3.9,1.3,1.2,0.1,0,0.5271,0.567,0.5582,0.6119,2.2642,0.5961,0.1247,0.924,0.1087,0.9716,2.129,0.5767,0.7907,0.8778,1.6685,0.8695,0.6823,0,0.8291,0.1179,0.3791,2.0084,0.3639,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2369,603,20.6,4.9,4837,11794.50001,7303911.116
1,68,731,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5526.01, Harris County, Texas",9.1629,0.7815,1.12429389,5959,642,2380,46,2218,143,1342,637,198,125,21212,3301,273,149,425,123,1871,389,482,156,731,185.8,4404,788.6,428,200.6,1349,227.3,0,19,101,106.7,179,118,5,3,22.6,9.5,6.5,4,21212,3301,8.1,4.2,7.1,2.1,31.4,5.6,8.1,2.7,33,8.1,73.9,10.6,7.9,3.6,56.7,9.5,0,1.7,4.6,4.8,8.1,5.3,0.1,0,0.7865,0.6284,0.7677,0.4002,2.5828,0.6902,0.0814,0.9294,0.1728,0.9947,2.1783,0.6111,0.82,0.8348,1.6548,0.8628,0.9552,0,0.7604,0.6523,0.3791,2.747,0.6877,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,3,873,398,14.7,6.1,8210,9942.279367,3882709.919
1,68,732,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5526.02, Harris County, Texas",6.2704,0.3525,2.01336054,6964,546,3344,48,3125,153,370,304,301,151,43823,6184,79,68,901,225,1298,342,770,227,205,113.2,3076,772.9,211,143,1724,264.8,0,19,98,95.3,55,52,83,102,5.4,4.4,7,3.5,43823,6184,1.6,1.4,12.9,3,18.6,4.7,11.2,3.4,6.6,3.6,44.2,10.5,3.3,2.2,51.6,7.9,0,1.2,3.1,3,1.8,1.7,1.2,1.5,0.1887,0.6726,0.1681,0.0431,1.0725,0.2179,0.3569,0.251,0.3964,0.3994,1.4037,0.1477,0.6384,0.6799,1.3183,0.6937,0.9465,0,0.6475,0.1722,0.7097,2.4759,0.5683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,684,247,9.9,3.5,4950,13308.42963,6970164.447
1,68,733,45790.84012,77070,Houston,54515,58111,52604,TEXAS,Harris,"Census Tract 5527, Harris County, Texas",8.2774,0.6642,1.91885204,8620,1061,4225,248,3746,361,854,461,227,159,36104,5754,199,121,1440,341,1810,485,1355,406,330,192.9,4731,1246.9,378,287.6,1959,449.2,19,30,62,79.3,407,178,92,55,10.1,5.2,4.9,3.3,36104,5754,3.2,2,16.7,4.7,21,5,15.8,4.7,8.8,5.1,54.9,12.8,4.6,3.4,46.4,10.3,0.4,0.7,1.7,2.1,10.9,4.6,1.1,0.6,0.4188,0.4473,0.2915,0.12,1.2776,0.2838,0.5877,0.4036,0.7051,0.5635,2.2599,0.6639,0.7144,0.7442,1.4586,0.7672,0.9351,0.436,0.4656,0.7474,0.6972,3.2813,0.8794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,868,431,10.2,5,10201,11960.37223,6719628.399
